,emphasized,actual,sentiment
177,liiiiiiiiiike,like,1
178,llllllllllllike,like,1
179,liiiiiiiiiiiiiike,like,1
180,liiiiiiiiiiiiiike,like,1
181,likeeeeee,like,1
182,likeeeee,like,1
183,likkkkkkkkkkkkkkke,like,1
184,llike,like,1
185,likee,like,1
186,likkkkkkkkke,like,1
187,liiiiike,like,1
188,liiiiiiiiiiiiike,like,1
189,llllllllike,like,1
190,liiiiiiiiiike,like,1
191,liiiiiike,like,1
192,likkkkkkkkkkke,like,1
193,likeeeeeeeeeeeeee,like,1
194,llllllllike,like,1
195,llllllike,like,1
196,likkkkkke,like,1
197,likkkkkkkkkkkke,like,1
198,liiiiiiiiiiiiiiike,like,1
199,llllike,like,1
200,likkkkkkkkkkkkke,like,1
201,lllike,like,1
202,likeee,like,1
203,likeeeeeeeee,like,1
204,liiiike,like,1
205,likkkkkkkkkkkke,like,1
206,llllllllike,like,1
207,likkkkkkkkkkkke,like,1
208,liiiiiiiiiike,like,1
209,likkkkkkkkkkkkke,like,1
210,likkkkkkkkke,like,1
211,liiiiike,like,1
212,liiiiiiiike,like,1
213,llike,like,1
214,lllllike,like,1
215,lllllllllllllike,like,1
216,likeeeeeeeeee,like,1
217,liiiiiiiiiiiiiike,like,1
218,likeeeee,like,1
219,likkkkkkkkkkkkkke,like,1
220,liiiiiiiiiiiiike,like,1
221,liiiiiike,like,1
222,llllllllllllllike,like,1
223,likkkkkkkke,like,1
224,likeeeeeee,like,1
225,liiike,like,1
226,llike,like,1
227,llllllllllllike,like,1
228,liiiiiiiiike,like,1
229,likkkkkkke,like,1
230,liiiiiiiiiiiike,like,1
231,likkkkkkkke,like,1
232,liiiiiiiiiiike,like,1
233,likee,like,1
234,likkkkkkkkke,like,1
235,likeeeeeeeeeeeeeee,like,1
236,liiiike,like,1
237,liiike,like,1
238,likkkkkkkkkkke,like,1
239,likkke,like,1
240,likkkkkke,like,1
241,liiiiiiiiiiiiiike,like,1
242,llike,like,1
243,lllllllike,like,1
244,likeeeeeeeeeeeeee,like,1
245,liiiiiiiiiiike,like,1
246,likkkkkkkkke,like,1
247,liiiike,like,1
248,likkkkkkke,like,1
249,likkkkkke,like,1
250,likkkkkkkke,like,1
251,liiiiike,like,1
252,lllllike,like,1
253,liiiiiiiiiiiike,like,1
254,likeeeeeeeee,like,1
255,liiiiiiiiike,like,1
256,likee,like,1
257,liiiiiiiike,like,1
258,lllllllike,like,1
259,liiiiiike,like,1
260,likkke,like,1
261,liiiiiiiiiiiiike,like,1
262,likeeee,like,1
263,likkkkkkkkkkkkkkke,like,1
264,llike,like,1
265,liiiiiiiiiiiiiike,like,1
266,likeeeeeeeeeeeeee,like,1
267,likeeeeeeeeeeeee,like,1
268,liiiiiiiiiike,like,1
269,liiike,like,1
270,lllllllllllllllike,like,1
271,lllllllllllllllike,like,1
272,likeeeeeeeeeeeeeee,like,1
273,likeee,like,1
274,llllllike,like,1
275,likeeeeeeeeee,like,1
276,liiiiiiiiiiiiiiike,like,1
277,liiiiiiiiiiiike,like,1
278,llllllllllike,like,1
279,likeeeee,like,1
280,likeeeeeee,like,1
281,likeeeeeeeeeeee,like,1
282,lllllllllike,like,1
283,likeeee,like,1
284,lllllllllllike,like,1
285,likkkkkkkkkkke,like,1
286,likkkkke,like,1
287,llike,like,1
288,lllllllllllllike,like,1
289,liiiiiiiiike,like,1
290,likkkkkkkkkkkkkke,like,1
291,liiiiiiiiiiiiiiike,like,1
292,likkkkkkkkke,like,1
293,lllllllllllike,like,1
294,liiiiiiiiiiiiiike,like,1
295,likkkkkkkkkkkkke,like,1
296,liiiiiiiiiike,like,1
297,llllllllllllllike,like,1
298,liiiiiiiiiike,like,1
299,liiiiiiiike,like,1
300,lllllllllllllllike,like,1
301,llllllllllike,like,1
302,likkkkkkkkkkkkkke,like,1
303,likee,like,1
304,lllllllllike,like,1
305,llike,like,1
306,likkkkkkkkkkkkkkke,like,1
307,lllllllllllike,like,1
308,llllllllike,like,1
309,likeeeeeeee,like,1
310,lllike,like,1
311,liiiiiiiiiiike,like,1
312,lllllllllike,like,1
313,likkkkkkkke,like,1
314,lllllllike,like,1
315,llllllllllike,like,1
316,likeeeeeeee,like,1
317,likke,like,1
318,liiiike,like,1
319,llllllllllllllike,like,1
320,liike,like,1
321,likkkke,like,1
322,lllllllllllllike,like,1
323,lllllllllllike,like,1
324,likkke,like,1
325,likeeeeeeeeeeeeeee,like,1
326,likke,like,1
327,liiiiiiike,like,1
328,liiike,like,1
329,likeeeeeeeeee,like,1
330,likkkkkkke,like,1
331,liiiiiiiiiiiike,like,1
332,likkkkkkke,like,1
333,liiiiiiiiike,like,1
334,likkkkke,like,1
335,likkkkkkkkke,like,1
336,likkkke,like,1
337,likeeeeeeeeeeeee,like,1
338,likeeee,like,1
339,likkkkkkkkkke,like,1
340,llllllllllike,like,1
341,llllike,like,1
342,liiiiike,like,1
343,liiiiiiiiiiiiiiike,like,1
344,likkkkke,like,1
345,liiiiiiiiiiiiiiike,like,1
346,likeeeeeeeeeeeeee,like,1
347,likeeeeeeeeeeeeeee,like,1
348,lllllike,like,1
349,likeeeeeeeeeeeee,like,1
350,liiiiiiiike,like,1
351,likkkkkkkkkke,like,1
352,llllllllllllllike,like,1
353,likeeeeeeeeee,like,1
354,llllllike,like,1
355,liiiiiiiiiiike,like,1
356,likeeeeeeeee,like,1
357,likeeeeeeeeee,like,1
358,likkkkkkkkkkkkke,like,1
359,llllllike,like,1
360,llllllllllllike,like,1
361,liiiiiiiiiiike,like,1
362,llllllllllllllike,like,1
363,likee,like,1
364,liiiiiiiiiiike,like,1
365,likee,like,1
366,liiiiiiike,like,1
367,likeeeeeeeeeeeeeee,like,1
368,likeeeeeeeeeeee,like,1
369,liiike,like,1
370,liiiiiiiiiiiiike,like,1
371,likeeeeeeeeee,like,1
372,likeeeeeeeeee,like,1
373,llllike,like,1
374,lllike,like,1
375,likeeeeeeeeeee,like,1
376,liiiiiiiiiiike,like,1
377,liiiiike,like,1
378,liiiiiiike,like,1
379,liiiiiiiiiiiiike,like,1
380,likeeeeeeeee,like,1
381,likeeee,like,1
382,liiiiiiiiiiiike,like,1
383,llllllllllllllike,like,1
384,llllllllllllike,like,1
385,likke,like,1
386,lllllllllllike,like,1
387,llllllike,like,1
388,llllllllike,like,1
389,liiiiiiiiiiike,like,1
390,lllllllllllike,like,1
391,likkkkkkkkkkkke,like,1
392,likkkkkkkkkke,like,1
393,liiike,like,1
394,likkkkkkkkkke,like,1
395,lllllllllllike,like,1
396,llllllllllllllike,like,1
397,likeeeeeee,like,1
398,likkkkkkkkkkke,like,1
399,likeeeeee,like,1
400,liiiiiiiiiiiiike,like,1
401,likkkkkkkkkkkkkkke,like,1
402,likkke,like,1
403,likeeeeeee,like,1
404,likkkkkkkkkkkke,like,1
405,likkkkkkkke,like,1
406,liiiiiiiiiiiiiiike,like,1
407,liiiiiiiiiiiiike,like,1
408,lllllllllllllllike,like,1
409,liiiike,like,1
410,likeeeeeeeeeeeeeee,like,1
411,likkkkkkkkkkkkkkke,like,1
412,liiiiiiike,like,1
413,liiiiiiiiiiike,like,1
414,lllllllllllike,like,1
415,liiiiiiiiiiiike,like,1
416,likeeee,like,1
417,liiiiiiiiiiiiike,like,1
418,llllllike,like,1
419,likke,like,1
420,likeeeeeeeeee,like,1
421,likeeeeeeeeeeeee,like,1
422,liiiiiiiike,like,1
423,liiiiiiiiiiiiiiike,like,1
424,likeeee,like,1
425,likeeeeee,like,1
426,lllllllllike,like,1
427,likkkkkkkkkkke,like,1
428,likkkkkkke,like,1
429,liiiiiiiiiiiiiiike,like,1
430,lllllllllllllike,like,1
431,likke,like,1
432,lllllllllllllllike,like,1
433,llllllllllllllike,like,1
434,likeeeeeeee,like,1
435,lllllike,like,1
436,liiiiiiiiiiiiiiike,like,1
437,lllllllllllllike,like,1
438,liiike,like,1
439,likeeeee,like,1
440,likkkkkkkke,like,1
441,likeeee,like,1
442,likeee,like,1
443,liiiiiiiiiiiike,like,1
444,likkkkkkkkkke,like,1
445,liiiike,like,1
446,liiiiiiiiiiike,like,1
447,likeeeeeee,like,1
448,likkkke,like,1
449,liiiiike,like,1
450,llllllllike,like,1
451,likkkkkkkkke,like,1
452,llllike,like,1
453,likeeeeeeeeeeee,like,1
454,likkkkkkkkkkkkkkke,like,1
455,llllllllike,like,1
456,liiiiiiiiiike,like,1
457,likkkkke,like,1
458,likkkkkkke,like,1
459,likkkkkkkkkkkkkke,like,1
460,likkkkke,like,1
461,liiiiiiike,like,1
462,likkkkke,like,1
463,lllllllllike,like,1
464,likkkke,like,1
465,liiike,like,1
466,liiiiiiiiiiiiike,like,1
467,liiiiiiiiiiiiiiike,like,1
468,lllike,like,1
469,liike,like,1
470,lllllike,like,1
471,lllllllllike,like,1
472,likeeeeeee,like,1
473,likkkkkkkkkkkke,like,1
474,likkkkkkkkkkkkkkke,like,1
475,liiiiiiiiiiiike,like,1
476,llike,like,1
477,liiiiiiiiiiiiiike,like,1
478,liike,like,1
479,liike,like,1
480,likee,like,1
481,llllllllllllike,like,1
482,likkkkkkkkkkke,like,1
483,liike,like,1
484,likeeeee,like,1
485,likeeeeeeeeee,like,1
486,lllllike,like,1
487,liiiiiiiiiiiiike,like,1
488,liiiiike,like,1
489,likeeeeeeeeeeeeeee,like,1
490,likeee,like,1
491,llllllike,like,1
492,likkkkkkkkkkkkkke,like,1
493,likkkkkkkkkkkkke,like,1
494,liiiiiiiiike,like,1
495,llllllllllike,like,1
496,liiiiiike,like,1
497,likeeee,like,1
498,lllllllllike,like,1
499,llike,like,1
500,llllllllllllike,like,1
501,liiiiiiiiiiiiike,like,1
502,lllllllllike,like,1
503,likkkkkkkke,like,1
504,likkkkkkkke,like,1
505,likeeeeeeeeeee,like,1
506,llike,like,1
507,llllllike,like,1
508,likkkkkkkkke,like,1
509,likeeeee,like,1
510,llllllllllllike,like,1
511,llllllike,like,1
512,llllllllllike,like,1
513,likeeee,like,1
514,likeeeeeeeeeeeee,like,1
515,liiiiiiiiiiike,like,1
516,likeeeeeee,like,1
517,liiike,like,1
518,likkkkkkkkkkkkkkke,like,1
519,likkkkkkkkkkke,like,1
520,liiiiiiiiiiiiike,like,1
521,lllllllllllllike,like,1
522,likeeeeeeeeeeeee,like,1
523,likeeeeeeeeee,like,1
524,likkkkkkkkkkke,like,1
525,likkkke,like,1
526,likeeeeeeeeeeee,like,1
527,likkkkkkkke,like,1
528,likeeeeeeeee,like,1
529,llllike,like,1
530,likeeee,like,1
531,liiiiiiiike,like,1
532,liiike,like,1
533,liiiiiiiiike,like,1
534,liiiike,like,1
535,likeeeeeeeee,like,1
536,likeeeeeeeeeeee,like,1
537,liiiiiiiiiiiiiike,like,1
538,likkkkkkkkkkke,like,1
539,liiike,like,1
540,likeeeeeeeeeeeee,like,1
541,likeeeeeeeeeeeee,like,1
542,llllllllllike,like,1
543,likeeeeee,like,1
544,llllllllike,like,1
545,likkkkkkkkkkkkkkke,like,1
546,llike,like,1
547,likeee,like,1
548,liiiiiiiiiiiiiike,like,1
549,likeeeeeeeeee,like,1
550,likeeeeeeee,like,1
551,liiiiiiike,like,1
552,llllike,like,1
553,llllllike,like,1
554,likkkkke,like,1
555,llllllllike,like,1
556,likkkkkkkkkkkkkke,like,1
557,likeeeeeeeeeeeeeee,like,1
558,likeeeeeeeeeee,like,1
559,liiiiiiiiiiiiiiike,like,1
560,likeee,like,1
561,likeeeeeeeeeeeeee,like,1
562,likeeeeeeeee,like,1
563,likkkkkkke,like,1
564,likeee,like,1
565,likkkkke,like,1
566,liike,like,1
567,likkkkkkkkkke,like,1
568,lllllllllike,like,1
569,likkkkkkkkkkkkkkke,like,1
570,likkkkkkkkkkkkkke,like,1
571,likeeeeeee,like,1
572,lllllllllllike,like,1
573,liiike,like,1
574,likeeeeeeeeeeeee,like,1
575,lllike,like,1
576,likeeee,like,1
577,likeeeeeeeeeee,like,1
578,likeeeeeeee,like,1
579,likeeeeeeeeeeeee,like,1
580,likkkkkkkke,like,1
581,likkkkkkkkkke,like,1
582,likeeee,like,1
583,liiiiiiiiiiiike,like,1
584,likeeeeeeeeeeeeeee,like,1
585,likkkkke,like,1
586,likkkkkkkkkkkkkke,like,1
587,llllllllllllllike,like,1
588,liiiiiiiiiiiike,like,1
589,liiiiiiiiiiiike,like,1
590,lllllllllllllllike,like,1
591,likeeeeeeeeeeee,like,1
592,liiiiiiiiiiike,like,1
593,likkkke,like,1
594,liiiiiiiiiiiiike,like,1
595,likeeeeee,like,1
596,likkkkkkkkkkkke,like,1
597,likeeeeeeeeeeeeee,like,1
598,likkkkkke,like,1
599,lllike,like,1
600,likkkkkkkkkkkkkke,like,1
601,likeeeeeeeeee,like,1
602,liiiiiiiiiiiiiike,like,1
603,lllllllike,like,1
604,liiiiiiiiiiiike,like,1
605,likke,like,1
606,likkkkkkkkkkkkkkke,like,1
607,liiiiiiiiike,like,1
608,likeeeeeeeeeeeee,like,1
609,likkkkkkkkkkkkkkke,like,1
610,likkkkkkkkkkkke,like,1
611,likeeeeeeeeee,like,1
612,llllllllllike,like,1
613,liiiiiiiiike,like,1
614,likeeeeee,like,1
615,likeeeee,like,1
616,lllllllike,like,1
617,likeeeeeeeeee,like,1
618,llllllllike,like,1
619,llllllllllllike,like,1
620,likkkkke,like,1
621,likkkkkkkkke,like,1
622,likeeeeeeee,like,1
623,likeeeee,like,1
624,likkkkkkkkkkkke,like,1
625,likkkkkkkke,like,1
626,liiiiiike,like,1
627,likeeeeeeeeee,like,1
628,likkkkkkkkkkkke,like,1
629,llllllike,like,1
630,lllllllllllllllike,like,1
631,liiiiiiiiiiiiike,like,1
632,likkkkkkkkkkkke,like,1
633,likkke,like,1
634,liiiiiiiiiiiiike,like,1
635,likeee,like,1
636,likeeeeee,like,1
637,llike,like,1
638,lllllllike,like,1
639,lllllllllllllike,like,1
640,liiiiike,like,1
641,liiiiiiike,like,1
642,likeeeeeeeeeeee,like,1
643,likeeeeeeee,like,1
644,likkke,like,1
645,likeeeeeeeeeeee,like,1
646,likeeeee,like,1
647,likeeeee,like,1
648,likee,like,1
649,likkkkkkkkke,like,1
650,likkkkkkkkke,like,1
651,likeeee,like,1
652,likeeeeeee,like,1
653,liiiiike,like,1
654,likkkkkkkkkkkkke,like,1
655,lllllike,like,1
656,llllllllllike,like,1
657,liiiiiike,like,1
658,liiiiiiiiiiiiiike,like,1
659,likeeee,like,1
660,likkkkkkkkkkkkke,like,1
661,likkkkkkkkkkkkke,like,1
662,likke,like,1
663,liiiike,like,1
664,liiiiiiiiiiiike,like,1
665,liiiiiiike,like,1
666,lllllllllllllllike,like,1
667,likke,like,1
668,llllllike,like,1
669,lllllllike,like,1
670,lllllllllllllllike,like,1
671,llllike,like,1
672,liiiiiiiiiiiiike,like,1
673,likeeeeeeeeeeeeee,like,1
674,likeeeeeeeee,like,1
675,likkkkkkkkkkkkke,like,1
676,likkkke,like,1
677,liiiike,like,1
678,liiiiiiiiike,like,1
679,likeeeeeeeeee,like,1
680,likkkkkkkke,like,1
681,liiiiike,like,1
682,likkkkkkkkkkkkke,like,1
683,likeeeeeeeeeeee,like,1
684,likeeeeeeeeeeee,like,1
685,lllllike,like,1
686,likkkkkkkkkkkke,like,1
687,likeeeeeeee,like,1
688,likeeeeeeeee,like,1
689,likeeeeeeeeeeee,like,1
690,likeeeeeee,like,1
691,llllllllllike,like,1
692,liiiiike,like,1
693,liiiiiiiiiiiiike,like,1
694,likke,like,1
695,likkkkkkkkke,like,1
696,lllllllllike,like,1
697,llllllike,like,1
698,likeeeeeeeeeeeeee,like,1
699,likkkkkkke,like,1
700,llllllllllllike,like,1
701,liiiiiike,like,1
702,llllllllllllllike,like,1
703,likkkkkkkke,like,1
704,likkkkkkkke,like,1
705,lllllllike,like,1
706,likke,like,1
707,likeeeee,like,1
708,likeeeeeeeeeee,like,1
709,llllike,like,1
710,likkkkkkke,like,1
711,likkkkkkkkkkkkkke,like,1
712,likee,like,1
713,lllike,like,1
714,likeeeee,like,1
715,likeeeee,like,1
716,likkkke,like,1
717,likkkkkkkkkkkkkkke,like,1
718,llllllllllllike,like,1
719,llllllllllllllike,like,1
720,likkkkkke,like,1
721,likkkkkkkkkkkke,like,1
722,liiiiiiiiiiiike,like,1
723,likeeee,like,1
724,liiiiiiiiiiiiiiike,like,1
725,likeeee,like,1
726,likkkkkke,like,1
727,likeeeeeeeeeeeee,like,1
728,llllllllllllike,like,1
729,llllike,like,1
730,liiiiiiiiiiiike,like,1
731,likkkkkkkkkke,like,1
732,likkkkke,like,1
733,liiiiiiiiiiiiike,like,1
734,likeeeeeeee,like,1
735,liiiiiiiiiiiiiike,like,1
736,llllllike,like,1
737,likeeeeeeeeeeeee,like,1
738,llllllllllllike,like,1
739,llllllllllllllike,like,1
740,lllllike,like,1
741,liiiiike,like,1
742,lllllllllike,like,1
743,lllllike,like,1
744,likkkke,like,1
745,liiiiiiiiiiiiiiike,like,1
746,likkkke,like,1
747,likkkkkkkkkkke,like,1
748,likkkkke,like,1
749,likeeeeeeeeeee,like,1
750,likke,like,1
751,likkkkkkkkkke,like,1
752,liiiiiiiike,like,1
753,likeeeee,like,1
754,likkkkkkkkkkkke,like,1
755,llllike,like,1
756,llllllllllllike,like,1
757,likkkkke,like,1
758,likeeeeeeeeeee,like,1
759,likkkkkkkkkkke,like,1
760,lllllllllllllllike,like,1
761,lllllllike,like,1
762,likkkkkke,like,1
763,likkkkkkkke,like,1
764,likeeeeeeeeeeee,like,1
765,likeeeeee,like,1
766,likkkkkkkke,like,1
767,likkkke,like,1
768,liiiiike,like,1
769,liiiiiiiiiike,like,1
770,lllllike,like,1
771,lllllllllllllike,like,1
772,likeeeeeeeeeeeeee,like,1
773,lllllllike,like,1
774,lllllike,like,1
775,liiiiiiiiiike,like,1
776,llllllllike,like,1
777,liiike,like,1
778,lllike,like,1
779,lllllllllllllllike,like,1
780,liiiike,like,1
781,likke,like,1
782,llllllllike,like,1
783,likkke,like,1
784,likkkkkkkkkke,like,1
785,likkkkke,like,1
786,likeeeeeeeeeeee,like,1
787,liike,like,1
788,likee,like,1
789,llllllllllike,like,1
790,likeeeeeeeeee,like,1
791,likkkkke,like,1
792,likeeeee,like,1
793,liiiiiiiiiiike,like,1
794,lllllike,like,1
795,llllllllike,like,1
796,likeeeeee,like,1
797,liiiiiiiiiiiiiike,like,1
798,llllllllllllllike,like,1
799,liiiiiiiiiiiiike,like,1
800,likkkkkkke,like,1
801,likeeeeeeeeeeeeee,like,1
802,likee,like,1
803,liiiiiiiiiiiiike,like,1
804,likkkkkkkkkkkkkkke,like,1
805,liiiiiiiiiiiike,like,1
806,likeeeeeeeeeeeeeee,like,1
807,llllllllllllike,like,1
808,liiiiiiiiiiiiike,like,1
809,likkkke,like,1
810,liiiike,like,1
811,likkkkke,like,1
812,likeeeeeeeeee,like,1
813,llllllike,like,1
814,likee,like,1
815,likeeeeeee,like,1
816,likeeeeeeeeeeee,like,1
817,lllllllllllllike,like,1
818,llike,like,1
819,llllllllllllllike,like,1
820,lllllllllike,like,1
821,likeeeeeeee,like,1
822,likkkkkkkkkkkkkkke,like,1
823,lllllllike,like,1
824,lllllllllllllike,like,1
825,likkkkkkkkke,like,1
826,liiiiiiike,like,1
827,likkkkkkkke,like,1
828,likeeeee,like,1
829,liiiiiiiiike,like,1
830,liiiiiiiiike,like,1
831,likkke,like,1
832,lllllllllllllllike,like,1
833,lllllllllike,like,1
834,liiiiiiiiike,like,1
835,likeeeeeeeeee,like,1
836,liiiiiiiiike,like,1
837,liiiiiiiiiiiike,like,1
838,liiiiiiiiiiike,like,1
839,lllllllllllllllike,like,1
840,liiiiiiiiike,like,1
841,llllllllllllllike,like,1
842,likeeee,like,1
843,liiike,like,1
844,llllllllllllllike,like,1
845,likeeeeeee,like,1
846,liiiiiiiike,like,1
847,likeeeeeee,like,1
848,likeeeeeeeeeeeeeee,like,1
849,likkkkkkkke,like,1
850,lllllllllike,like,1
851,liiiiike,like,1
852,liiiiike,like,1
853,lllllllike,like,1
854,likkkkkkkke,like,1
855,likeeee,like,1
856,lllllllllllike,like,1
857,liike,like,1
858,liiiiiiiiiiike,like,1
859,likkkkkkkkkkkkke,like,1
860,likke,like,1
861,liiiike,like,1
862,llike,like,1
863,liiiiiiiiike,like,1
864,liiiiiiiiiiike,like,1
865,likkkkkkkkkkkkkkke,like,1
866,likeeeee,like,1
867,liiiiike,like,1
868,likkkkkkkkkkkkke,like,1
869,llllike,like,1
870,liiiiiiiiiiiike,like,1
871,likkkkkkkke,like,1
872,likeee,like,1
873,likkkkkkkkkkke,like,1
874,liiiiike,like,1
875,likkkkkkkke,like,1
876,likkkkkkkkkkkkkkke,like,1
877,liiiiiiiiike,like,1
878,likeeeeeeeeeeeeee,like,1
879,likee,like,1
880,lllllike,like,1
881,likkkkkkkkkkkkkkke,like,1
882,lllllllllllllike,like,1
883,likee,like,1
884,likkkkkkkkkke,like,1
885,llllllllllike,like,1
886,likee,like,1
887,llllllike,like,1
888,likeeeeeeeeeeeeeee,like,1
889,likeeeeeeeeeeeee,like,1
890,likeeeeeeeeeee,like,1
891,llike,like,1
892,likeeeeeeeeeeeeee,like,1
893,liiiiiiiiiiiiiiike,like,1
894,likeeeeeeeeee,like,1
895,likkkkkkkkkkkkkke,like,1
896,liiiiike,like,1
897,likeeee,like,1
898,likeeeeeeeeeee,like,1
899,likeeeeeeee,like,1
900,liiiiiiiiiiiiiiike,like,1
901,likeeeeeeeeee,like,1
902,lllllike,like,1
903,liiiiiiiiiiiiike,like,1
904,likkkkkkkke,like,1
905,likkkkkkke,like,1
906,lllllllllike,like,1
907,llllllllllllike,like,1
908,liiiike,like,1
909,likkkkkkke,like,1
910,likeeeeeeeeeee,like,1
911,llllllllike,like,1
912,llllllike,like,1
913,likeeeeeeeee,like,1
914,likeeeeeeeee,like,1
915,llllllllike,like,1
916,llllllllllllllike,like,1
917,llllllllllllllike,like,1
918,liiiiiiiiiiiike,like,1
919,likeeeeeeeee,like,1
920,likkkkkkkkkkkkkke,like,1
921,likeeeeeeeeeeeee,like,1
922,lllllllllllllike,like,1
923,likeeeeeeeeee,like,1
924,llike,like,1
925,likeeeeeee,like,1
926,likkkkkkkkke,like,1
927,likkke,like,1
928,likkkkkkkkkke,like,1
929,likkkkkkkkkkke,like,1
930,likkkkkkkkke,like,1
931,likeeeeeeeeeeeeeee,like,1
932,liiiiiiiiiiike,like,1
933,lllllllllllike,like,1
934,lllike,like,1
935,likkkkkkkkkke,like,1
936,likke,like,1
937,likee,like,1
938,liiiiiiiiiiiiiiike,like,1
