,emphasized,actual,sentiment
82,beautifulllllllllllll,beautiful,1
83,beauttttttiful,beautiful,1
84,beautifuuuul,beautiful,1
85,beautifuuuuuuul,beautiful,1
86,beeeeeeautiful,beautiful,1
87,beautifull,beautiful,1
88,beauttttttttttiful,beautiful,1
89,bbbbbbbbbbbbbeautiful,beautiful,1
90,beautifffffffffful,beautiful,1
91,beautifuuuuuul,beautiful,1
92,beaaaaaaaaaaautiful,beautiful,1
93,beautifffffffffffful,beautiful,1
94,beaaaaaaaaaaaaautiful,beautiful,1
95,beautiiiiiiiiful,beautiful,1
96,beaaaaaaaaaaaaaaautiful,beautiful,1
97,beautifullllll,beautiful,1
98,beautifuuuuuuuuuul,beautiful,1
99,beautttttiful,beautiful,1
100,looooooooooooooove,love,1
101,lovve,love,1
102,loooooooove,love,1
103,llllllllllllove,love,1
104,looooooooove,love,1
105,loove,love,1
106,looooooove,love,1
107,loveeeeeeeeeeee,love,1
108,lllllove,love,1
109,lovvvvve,love,1
110,lovee,love,1
111,loveeeeeeeeeee,love,1
112,llllllllove,love,1
113,lllllove,love,1
114,loooove,love,1
115,loooooooooove,love,1
116,loooooove,love,1
117,looooooooooooooove,love,1
118,loveeeeeeeeee,love,1
119,lovvvvvve,love,1
120,looooooooooooove,love,1
121,lovvvvvve,love,1
122,lllove,love,1
123,lovvvvve,love,1
124,llllllllove,love,1
125,loveeeeeeeee,love,1
126,lovvvvvvvvvvvvvvve,love,1
127,lovvvvvvvvvvvvve,love,1
128,llllllllllllove,love,1
129,llllllllllllove,love,1
130,lllllove,love,1
131,loveeeeeeee,love,1
132,lovvvvvvvvvvve,love,1
133,llllllllllllove,love,1
134,llllllllove,love,1
135,llllllove,love,1
136,llllllove,love,1
137,loooooove,love,1
138,lovvvve,love,1
139,loveeeeeeeeeeee,love,1
140,lovvvvvvvvvvvve,love,1
141,looooooooooove,love,1
142,lovvvvvvvvve,love,1
143,lovvvvvvvvvvvvvve,love,1
144,loooooooooooooove,love,1
145,llllllllove,love,1
146,loove,love,1
147,loooooooooove,love,1
148,llllove,love,1
149,loveeeeeeee,love,1
150,coooooooooooooool,cool,1
151,coollll,cool,1
152,cooool,cool,1
153,coolllllllllllll,cool,1
154,cccool,cool,1
155,cooooooooooool,cool,1
156,coool,cool,1
157,cooooooooooooool,cool,1
158,cooooooooooooool,cool,1
159,ccccccool,cool,1
160,ccool,cool,1
161,cooooool,cool,1
162,coooooool,cool,1
163,cooooooooooooooool,cool,1
164,ccccccccccccccool,cool,1
165,coooooooooool,cool,1
166,cooooooooooool,cool,1
167,cooooooooooooooool,cool,1
168,cccccccccool,cool,1
169,cooooooooooooool,cool,1
170,cccccccccool,cool,1
171,coooooooooool,cool,1
172,coollllllllllllll,cool,1
173,ccccccccccool,cool,1
174,cccccccccool,cool,1
175,cooooooooooool,cool,1
176,coolllllllll,cool,1
177,cooooool,cool,1
178,cccccccccccccool,cool,1
179,cooooool,cool,1
180,ccccccccccool,cool,1
181,ccccccccool,cool,1
182,coooooooooooool,cool,1
183,cooooooooool,cool,1
184,coooooool,cool,1
185,coolllll,cool,1
186,cooooooooooooool,cool,1
187,coollllllllllllll,cool,1
188,cooooooooool,cool,1
189,cccccccccccool,cool,1
190,ccccccccool,cool,1
191,coool,cool,1
192,cooool,cool,1
193,cccccccccccool,cool,1
194,cccccool,cool,1
195,coollllllllllllll,cool,1
196,ccccool,cool,1
197,coooool,cool,1
198,coooool,cool,1
199,coolllllllllllll,cool,1
200,greattttt,great,1
201,gggreat,great,1
202,greeeeeeat,great,1
203,greattttttttttttttt,great,1
204,greatttttttt,great,1
205,greaaaat,great,1
206,greatttttttttttt,great,1
207,greeeeeat,great,1
208,grrreat,great,1
209,greaaaaaaaaaaaaat,great,1
210,gggggggggggggreat,great,1
211,ggggreat,great,1
212,ggggggggggggggreat,great,1
213,greatttt,great,1
214,grrreat,great,1
215,greatttttttttt,great,1
216,greeeat,great,1
217,gggggggreat,great,1
218,greattttttttttt,great,1
219,grrrrrrreat,great,1
220,gggggggggggreat,great,1
221,greeeeeeeeeeeeeeat,great,1
222,greeeeeeat,great,1
223,ggggggggggreat,great,1
224,grrrrrrrrrrrrrreat,great,1
225,greaaaaaaaaaaaaat,great,1
226,greattttt,great,1
227,greattttttttttttttt,great,1
228,gggggggggggggreat,great,1
229,grrrrrrrrrrrrreat,great,1
230,greatttttttttttt,great,1
231,grrrrrrrrrrreat,great,1
232,grrrreat,great,1
233,grrrrrrrreat,great,1
234,greattttttttttttt,great,1
235,gggggreat,great,1
236,grrrrrrrrrreat,great,1
237,ggreat,great,1
238,greattttt,great,1
239,gggreat,great,1
240,grrrrrrrreat,great,1
241,ggggggggggreat,great,1
242,gggggggreat,great,1
243,ggggggreat,great,1
244,greaaaaaat,great,1
245,grrrrrreat,great,1
246,greattttt,great,1
247,gggggreat,great,1
248,greatt,great,1
249,greaaaaaaaaaaaaaat,great,1
250,exceeeeellent,excellent,1
251,excellennnnnnnnnnnnnnt,excellent,1
252,excellennnnnnnnnnnnt,excellent,1
253,exceeeeellent,excellent,1
254,excellennnnnnnnnnnt,excellent,1
255,exccccccccellent,excellent,1
256,exccccccccccccccellent,excellent,1
257,excellllent,excellent,1
258,eeeexcellent,excellent,1
259,exxxxxxxxxxcellent,excellent,1
260,exceeeeeeeeeellent,excellent,1
261,exxxxxxxxxxxxxcellent,excellent,1
262,excelllllllllent,excellent,1
263,exccccccccccellent,excellent,1
264,exceeeeeeeeellent,excellent,1
265,excellennnnnnnnt,excellent,1
266,exceeeeeeeeeeeeellent,excellent,1
267,eeeeeeeeeeeeeeexcellent,excellent,1
268,excelllllllllllent,excellent,1
269,excellennnnnnnnnnnnt,excellent,1
270,exceeeeellent,excellent,1
271,exccccellent,excellent,1
272,excellennnnnnnnnnnnnnt,excellent,1
273,excellentttttttttttt,excellent,1
274,excccccccccccellent,excellent,1
275,excelllllent,excellent,1
276,excelleeeeeeent,excellent,1
277,excellenttttttttt,excellent,1
278,excelleeeeeeeeeeeeeeent,excellent,1
279,excelleeent,excellent,1
280,excccccccccccellent,excellent,1
281,excellentttttt,excellent,1
282,excelleeeeent,excellent,1
283,excelllllent,excellent,1
284,eeeeeeeeeeeexcellent,excellent,1
285,excellllent,excellent,1
286,excellllllent,excellent,1
287,excellentttttttttttt,excellent,1
288,exccellent,excellent,1
289,excellennnnnnnnnnt,excellent,1
290,excellenttt,excellent,1
291,excellentttt,excellent,1
292,exccccccccccellent,excellent,1
293,excelleeeeeeent,excellent,1
294,excelleeeeeeeeeent,excellent,1
295,excellllllllllllllent,excellent,1
296,excelleeeeeeeeeeent,excellent,1
297,excellennnnnnnnnnnnt,excellent,1
298,eeeeeeeeeeeeeeexcellent,excellent,1
299,exccccccccellent,excellent,1
300,ppppppppppretty,pretty,1
301,pretttttttttttty,pretty,1
302,pretttttttty,pretty,1
303,pretttttttttttttttty,pretty,1
304,ppppppppppretty,pretty,1
305,prettyy,pretty,1
306,pretttttttttttttty,pretty,1
307,ppppppppretty,pretty,1
308,preeeeeeeeetty,pretty,1
309,pretttttttttttty,pretty,1
310,preeeeeeetty,pretty,1
311,prrrrrrretty,pretty,1
312,pretttttttttttttty,pretty,1
313,prrrrrrrrrrretty,pretty,1
314,preeeeeetty,pretty,1
315,pretttttttttty,pretty,1
316,prettty,pretty,1
317,pppppppppppppppretty,pretty,1
318,preeeeeeeeeeeeeetty,pretty,1
319,ppppppppppppppretty,pretty,1
320,pretttttttttttty,pretty,1
321,prrrrrrrrrrrretty,pretty,1
322,preeeeeeeeetty,pretty,1
323,pretttttttttttttty,pretty,1
324,pppppppppppretty,pretty,1
325,preeeeeeeeeeetty,pretty,1
326,ppppppretty,pretty,1
327,prrrrretty,pretty,1
328,pppppretty,pretty,1
329,pppppppppretty,pretty,1
330,prettttttttty,pretty,1
331,preeeeeeeetty,pretty,1
332,pretttttttttttttty,pretty,1
333,prrrrrrrrrretty,pretty,1
334,preeeeeeeeeeeeeeetty,pretty,1
335,prettyy,pretty,1
336,prettyyyyyyyyyyyyy,pretty,1
337,pretttttttttttttttty,pretty,1
338,preeetty,pretty,1
339,preeeetty,pretty,1
340,prettyyyyy,pretty,1
341,pretttttttttttttttty,pretty,1
342,pretttty,pretty,1
343,prettttttty,pretty,1
344,pppppppppppretty,pretty,1
345,prettyyyyy,pretty,1
346,prettyyyyyyyy,pretty,1
347,preeeeeeetty,pretty,1
348,prrrrrrrrrrrrrrretty,pretty,1
349,pretttty,pretty,1
350,perfectttttttttttt,perfect,1
351,perfecttt,perfect,1
352,perfffffffffffect,perfect,1
353,perfeeeeeect,perfect,1
354,perfeccccccccccct,perfect,1
355,perfecccccccccccct,perfect,1
356,perffffffffffffffect,perfect,1
357,perfeect,perfect,1
358,perrrrrrrfect,perfect,1
359,perffffect,perfect,1
360,peeerfect,perfect,1
361,perfeccccccccccccct,perfect,1
362,perrrrrrrrrrrrfect,perfect,1
363,perrrrfect,perfect,1
364,perfectttttttt,perfect,1
365,perrrfect,perfect,1
366,perfecttttt,perfect,1
367,perrrrrrrrrfect,perfect,1
368,ppppperfect,perfect,1
369,ppperfect,perfect,1
370,perfectttt,perfect,1
371,perrfect,perfect,1
372,perfeeeeeeeect,perfect,1
373,ppppperfect,perfect,1
374,perfecttttttttttt,perfect,1
375,peeeeeeeeeerfect,perfect,1
376,perfectttttttttttttt,perfect,1
377,perfeeeeeeeeeeeeeect,perfect,1
378,perfectttttttttt,perfect,1
379,perrfect,perfect,1
380,perfffect,perfect,1
381,perrrrrrfect,perfect,1
382,perrrrrrrrrrrrfect,perfect,1
383,perffffffffffffect,perfect,1
384,perfecccccct,perfect,1
385,perfecccccccccccccct,perfect,1
386,perfecttttttttttt,perfect,1
387,perfectttttt,perfect,1
388,perffffect,perfect,1
389,ppperfect,perfect,1
390,perrrrrrrrrrrrrrrfect,perfect,1
391,perfectt,perfect,1
392,perfeccccccccct,perfect,1
393,perfecttttttttt,perfect,1
394,perfeccccccccccccccct,perfect,1
395,ppppppppperfect,perfect,1
396,ppperfect,perfect,1
397,perfecttttttt,perfect,1
398,perfeeeeeect,perfect,1
399,perfecttttttt,perfect,1
400,niceeeeee,nice,1
401,niccccccccccccce,nice,1
402,niceeee,nice,1
403,niiiiice,nice,1
404,niceeeeeeeeee,nice,1
405,nnnnnnice,nice,1
406,niiiiiice,nice,1
407,niccccccccccce,nice,1
408,nnnnnnnnice,nice,1
409,niceeeeeeeeeeee,nice,1
410,niceeeeeeeeeeeeeee,nice,1
411,niiiiiiiiiiiiiiice,nice,1
412,niceee,nice,1
413,nnnice,nice,1
414,nicccccce,nice,1
415,niiiice,nice,1
416,nnnnnnnnice,nice,1
417,nnice,nice,1
418,nicccccce,nice,1
419,niceeeeeeeeee,nice,1
420,niccccccccccce,nice,1
421,nnnnice,nice,1
422,niiiiiice,nice,1
423,nnnnnnnnnnnnnnice,nice,1
424,nicce,nice,1
425,niiiiice,nice,1
426,niiiiiiiiiiiice,nice,1
427,niiiiiiiiice,nice,1
428,niceeeeeeeee,nice,1
429,niceeeeeeeee,nice,1
430,niceeeeee,nice,1
431,niiiiiiiiiice,nice,1
432,nnnnnnnnnice,nice,1
433,niiiiiiiiiiice,nice,1
434,niiiiiiiiiice,nice,1
435,nnnnice,nice,1
436,nnnnnice,nice,1
437,nnnnice,nice,1
438,nicccce,nice,1
439,niccccccccccce,nice,1
440,niceeeeeeeeee,nice,1
441,niiiice,nice,1
442,nicccccccccccccce,nice,1
443,niiiiice,nice,1
444,niiiiiiiiiiice,nice,1
445,nnnnnnice,nice,1
446,niiiiiiiiiice,nice,1
447,niiiiiiiice,nice,1
448,nnice,nice,1
449,niiiiiiiiiiiiice,nice,1
450,bbbbbbbbbad,bad,1
451,bbbbbbbbbbbbad,bad,1
452,baaaaaad,bad,1
453,baddd,bad,1
454,baaaaaad,bad,1
455,baaaaaaad,bad,1
456,baaaaaaaad,bad,1
457,bbbbbbbbbbbbbbad,bad,1
458,baddddddddddddddd,bad,1
459,badddddddddd,bad,1
460,baaaaaaaad,bad,1
461,baaaaaaaaaaaad,bad,1
462,baaaad,bad,1
463,bbbbbbbbbad,bad,1
464,baaaaad,bad,1
465,bbbbbad,bad,1
466,baaaaaaaaaad,bad,1
467,bbbbbbad,bad,1
468,baddddddddddddddd,bad,1
469,baddddddddddddd,bad,1
470,baddddddddddddd,bad,1
471,bbbbbbbbbbbad,bad,1
472,badddddddddd,bad,1
473,baaaaaaaaaad,bad,1
474,baddd,bad,1
475,bbad,bad,1
476,baad,bad,1
477,baaaaaaaad,bad,1
478,baaaaad,bad,1
479,bbbbbbbbbbbad,bad,1
480,baaaaaaaaaaaaaad,bad,1
481,baaaaad,bad,1
482,baddddddddddddddd,bad,1
483,baaaaaaaaaaad,bad,1
484,badddddddddddddd,bad,1
485,bbbbbbbbad,bad,1
486,bbbbad,bad,1
487,baddddddd,bad,1
488,baaaaaaaaaad,bad,1
489,baddddddddddd,bad,1
490,baaaaad,bad,1
491,baaad,bad,1
492,baaaaaaaaad,bad,1
493,badddddddddddd,bad,1
494,badddddddd,bad,1
495,baaaaaaaaaaaaaaad,bad,1
496,badddd,bad,1
497,bbbbad,bad,1
498,bbbbbbbbbbbbbad,bad,1
499,bbbbbbbbbbbbad,bad,1
500,nnno,no,1
501,nnnnnnnnnnno,no,1
502,nnnnnno,no,1
503,nnnnnnnnno,no,1
504,nnnnnno,no,1
505,nooooo,no,1
506,nnnno,no,1
507,nno,no,1
508,nnnnnnnnnnnno,no,1
509,nnnnnnnnno,no,1
510,nno,no,1
511,nnnnnnnnnnnnno,no,1
512,nooooooo,no,1
513,nooooooooo,no,1
514,nnno,no,1
515,nnnnnnnnno,no,1
516,nnnnnnnno,no,1
517,nnnnnnnnno,no,1
518,noooo,no,1
519,nnnnnno,no,1
520,noooooooooooooo,no,1
521,nooooooooo,no,1
522,noooooo,no,1
523,nnnnno,no,1
524,nnnnnnnnnnno,no,1
525,nnnnnnnnnnno,no,1
526,noooooooooooooo,no,1
527,noooooo,no,1
528,nooooooooooooooo,no,1
529,noooooooooooooo,no,1
530,noooo,no,1
531,noooo,no,1
532,noooooooooo,no,1
533,nnnnnnnnno,no,1
534,nnno,no,1
535,nnnnnnnno,no,1
536,nnnnnnnnnno,no,1
537,noooooooooo,no,1
538,nnnnnnnnnnnnnno,no,1
539,nnnnnnnnnnnnnno,no,1
540,nnnno,no,1
541,nooo,no,1
542,nnnnnnnno,no,1
543,nnnnnnnnnnnnnnno,no,1
544,nooooooooooooooo,no,1
545,nnnnnnnnnnnnnnno,no,1
546,noooo,no,1
547,nnnnnnnnnnnnnno,no,1
548,noo,no,1
549,nnnnnnnnnnnnno,no,1
550,shitttttttttttttt,shit,1
551,shiiiiiiiiit,shit,1
552,shittttttttt,shit,1
553,shhhhhhhhhhhhhhhit,shit,1
554,sshit,shit,1
555,sssssshit,shit,1
556,ssssssssssssshit,shit,1
557,shiiiiit,shit,1
558,ssssssshit,shit,1
559,shiiiiiit,shit,1
560,sssssssssssssshit,shit,1
561,sssssssssssssshit,shit,1
562,ssshit,shit,1
563,shiiiiiiiiiiit,shit,1
564,shhhhhhhhhhhhit,shit,1
565,ssssssssssshit,shit,1
566,shittttttt,shit,1
567,shittttttt,shit,1
568,ssssssshit,shit,1
569,sshit,shit,1
570,sssssshit,shit,1
571,shitttttttttttttt,shit,1
572,ssssssssssssshit,shit,1
573,shhhhhhhhhhhit,shit,1
574,shiiiiiit,shit,1
575,shitttttttttttt,shit,1
576,sssssssssssshit,shit,1
577,sssssshit,shit,1
578,shiiiiiiiiiiiiiiit,shit,1
579,sssssssshit,shit,1
580,shitttttttttttt,shit,1
581,ssssssssssssshit,shit,1
582,shhhit,shit,1
583,shitttttttttttttt,shit,1
584,shiit,shit,1
585,shhhhhhhhhhit,shit,1
586,sssssssssssshit,shit,1
587,shhhhhhhit,shit,1
588,shhhhhhhhhhhit,shit,1
589,ssssssssshit,shit,1
590,shiiiiiit,shit,1
591,shiiiiiiiiiiiiiit,shit,1
592,sshit,shit,1
593,shitttttttttttttt,shit,1
594,sssssssssssshit,shit,1
595,shiiiiiiiiiiit,shit,1
596,shiiiiiiiiiiiiiiit,shit,1
597,shhhhhhhhhit,shit,1
598,shittttttttttt,shit,1
599,ssssssshit,shit,1
600,fuuuuuuuuck,fuck,1
601,ffffffffuck,fuck,1
602,fffffffffffffffuck,fuck,1
603,ffffuck,fuck,1
604,fuuuuuuuuuuuuuuuck,fuck,1
605,ffffffffffuck,fuck,1
606,fucccccccccccck,fuck,1
607,fuckkkkkkkkkkk,fuck,1
608,fuckkkkkkkkkkk,fuck,1
609,fffffffffffuck,fuck,1
610,fuuuuuuck,fuck,1
611,ffffffffffuck,fuck,1
612,fuckkkkkkkkkkkkkk,fuck,1
613,fucccccccck,fuck,1
614,fuuuuuuuuuuck,fuck,1
615,fuuuck,fuck,1
616,fucccccccccccccck,fuck,1
617,fuckkkkkkkkkkkkkk,fuck,1
618,fffffuck,fuck,1
619,fffffuck,fuck,1
620,fuccccccck,fuck,1
621,fuuuuck,fuck,1
622,fuuuuck,fuck,1
623,fuccccccccccck,fuck,1
624,fuccccck,fuck,1
625,fuckkkkkkkk,fuck,1
626,ffffffffffffffuck,fuck,1
627,fuuck,fuck,1
628,fffffffffffuck,fuck,1
629,fuuuuuck,fuck,1
630,fuccccccccccccccck,fuck,1
631,fuckkkkkkkkkkkkkkk,fuck,1
632,fffffuck,fuck,1
633,fucccccccccccck,fuck,1
634,ffffffffuck,fuck,1
635,fuccccccccccccck,fuck,1
636,fuuuuuuuuuuuck,fuck,1
637,fuuuuuuuuuuuuuuck,fuck,1
638,fucccccck,fuck,1
639,fffffffffuck,fuck,1
640,fuuuuck,fuck,1
641,fucccccccck,fuck,1
642,fuccck,fuck,1
643,fuuuuck,fuck,1
644,ffffuck,fuck,1
645,fucccccccccck,fuck,1
646,ffffuck,fuck,1
647,fffuck,fuck,1
648,fuuck,fuck,1
649,fuckkkkkkk,fuck,1
650,nassssssty,nasty,1
651,nastyyyyyyyyyy,nasty,1
652,naaaaaaaaaaasty,nasty,1
653,nassssssssssssssty,nasty,1
654,naaaaaasty,nasty,1
655,naaasty,nasty,1
656,nasssssssssty,nasty,1
657,nasssssty,nasty,1
658,nastyyyyyyyyyy,nasty,1
659,naaaasty,nasty,1
660,nasssssssssssssssty,nasty,1
661,nastttttty,nasty,1
662,nasttttty,nasty,1
663,nnnnasty,nasty,1
664,nnnnnnnnnnnnnnnasty,nasty,1
665,nastyyy,nasty,1
666,nnnnnnnnnnasty,nasty,1
667,naasty,nasty,1
668,nasttttttttty,nasty,1
669,nastyy,nasty,1
670,nastty,nasty,1
671,naaasty,nasty,1
672,nastyyyyyyyyyyyyyy,nasty,1
673,nastttttty,nasty,1
674,naasty,nasty,1
675,nasssty,nasty,1
676,nasssssssty,nasty,1
677,nastttttttttty,nasty,1
678,naaaaaaasty,nasty,1
679,nastyyyyyyyyyy,nasty,1
680,nasssssssssssty,nasty,1
681,naaaaaaaaaaaasty,nasty,1
682,nasssssssty,nasty,1
683,nastttty,nasty,1
684,naaasty,nasty,1
685,nassssssssssssssty,nasty,1
686,naaaaaaasty,nasty,1
687,nasssssssssty,nasty,1
688,naaaaaaaaasty,nasty,1
689,nnnnnnasty,nasty,1
690,nnasty,nasty,1
691,nastyyyyyyyy,nasty,1
692,nasssssssssssssty,nasty,1
693,naaaasty,nasty,1
694,nasttttttttttttttty,nasty,1
695,nastttttttty,nasty,1
696,naaaaaasty,nasty,1
697,nasttty,nasty,1
698,naaaaaasty,nasty,1
699,nnnnnnnnnnasty,nasty,1
