,emphasized,actual,sentiment
121,likkkkkkkkkkkkkkke,like,1
122,likeeeeeeeee,like,1
123,llllllllllllike,like,1
124,likeeeeeeeeeeeeee,like,1
125,liiike,like,1
126,likeeeeeeeeeeee,like,1
127,likeeeeeeeee,like,1
128,llllike,like,1
129,likeeeeeeee,like,1
130,lllllike,like,1
131,lllllllllllllllike,like,1
132,likeeeeeeeeeee,like,1
133,lllllllllike,like,1
134,likee,like,1
135,llllllllike,like,1
136,liiiiiike,like,1
137,liiiiiiiike,like,1
138,likkkkkkkkkkkkke,like,1
139,llllike,like,1
140,liiiiiiike,like,1
141,lllllllllllllllike,like,1
142,llllllllllike,like,1
143,liiiiiiiiiiiiiike,like,1
144,likkkkkkkkkkkkkkke,like,1
145,likeeeeee,like,1
146,likeeeeeee,like,1
147,likkkkkkkkkkkkke,like,1
148,likeeeeeee,like,1
149,liiiiiiike,like,1
150,likkkkkkkke,like,1
151,likeeeeeeeeeeeeeee,like,1
152,llllllllike,like,1
153,llllllllllike,like,1
154,likkkkkkkkkkkkke,like,1
155,liike,like,1
156,lllllllllllllllike,like,1
157,likkkkkkkkke,like,1
158,likeeeeeeeee,like,1
159,likeeeeee,like,1
160,likkkkke,like,1
161,likkkkke,like,1
162,lllllllllike,like,1
163,likeeeeeeeeeeee,like,1
164,liiiiiiiiiiiiike,like,1
165,likeeeeeeeeeee,like,1
166,llllllike,like,1
167,likeeeeeeeeee,like,1
168,lllllllllllllike,like,1
169,liiiiiiiiiiiiiike,like,1
170,lllllllllllike,like,1
171,liiiiike,like,1
172,lllike,like,1
173,likeeeeeeee,like,1
174,likeee,like,1
175,likeeeeeeeeeee,like,1
176,likkkkkkkkke,like,1
177,llllllike,like,1
178,liiiiiike,like,1
179,likeee,like,1
180,likeeeeee,like,1
181,llllllllllike,like,1
182,liiiiiiiiiiiiiike,like,1
183,lllllllllllllllike,like,1
184,llllllllllike,like,1
185,liiiiiike,like,1
186,likkkkkkkkkke,like,1
187,llllllike,like,1
188,likkkkkkkkkkke,like,1
189,liiiiiiike,like,1
190,likkkkke,like,1
191,likeeeeee,like,1
192,likeeeeeeeeeee,like,1
193,llllllike,like,1
194,likeeeeeeeeeeeeeee,like,1
195,likkkkkkkkkkkkkkke,like,1
196,likkkkkkkkkkkkkkke,like,1
197,liiiiiiiiiiiike,like,1
198,likeeeee,like,1
199,liiiiiiiiiiiiiiike,like,1
200,likkkkkkkkkke,like,1
201,likkkkkkkkkkkkkkke,like,1
202,likkkkkkkkkkkkke,like,1
203,liiiiiiiiike,like,1
204,likeeee,like,1
205,likeeeeeeeeeee,like,1
206,llllllllike,like,1
207,lllllllllike,like,1
208,lllike,like,1
209,llllllllike,like,1
210,liiiiiiiiiiike,like,1
211,likkkkkke,like,1
212,likke,like,1
213,likeeeeeeeeeeee,like,1
214,liiiiiiike,like,1
215,likkkkkkkkkkkkkkke,like,1
216,likeeeeeeeeeeeee,like,1
217,likkkkkkkkkke,like,1
218,likkkkkkkkkkke,like,1
219,likeeeee,like,1
220,llllike,like,1
221,likeeeeeeeeeeeeeee,like,1
222,liiike,like,1
223,liiiiike,like,1
224,liiiiiiiiiiiiiike,like,1
225,liiiiiiiiiike,like,1
226,liiiiiiiiiiiike,like,1
227,likkkkkkkke,like,1
228,llllllllllllike,like,1
229,liiiiike,like,1
230,likee,like,1
231,likeeeeeeeeeeee,like,1
232,likeeee,like,1
233,likkkkkkkkkkkkke,like,1
234,liiiiiiiiiiiiike,like,1
235,likeeeee,like,1
236,likkkke,like,1
237,likkkkkkkkkkkkkkke,like,1
238,likeeeeeeee,like,1
239,likeeeeeeeeeee,like,1
240,lllllllllllllike,like,1
241,likkkkkkke,like,1
242,llllllllllllllike,like,1
243,lllllike,like,1
244,likeeee,like,1
245,liiiiiike,like,1
246,likkkkkkke,like,1
247,likkkkkkke,like,1
248,liiiiiiiiiiiike,like,1
249,likeeeeeeeeeeee,like,1
250,likeeeee,like,1
251,lllllllllike,like,1
252,liike,like,1
253,likkkkkkkkkkkkkkke,like,1
254,lllllllllllike,like,1
255,liiiiiiiiiiiike,like,1
256,likkkkke,like,1
257,llllllllike,like,1
258,llllllllike,like,1
259,lllllllike,like,1
260,likeeeee,like,1
261,liiiiiiike,like,1
262,lllllllike,like,1
263,lllllllike,like,1
264,likkkkkkke,like,1
265,likke,like,1
266,liiiiiiiiiiiiiiike,like,1
267,likeee,like,1
268,llllllike,like,1
269,liiiiiiiiiiiiiiike,like,1
270,likkkkkkkkkkkke,like,1
271,likeeeeeeeeeeeeee,like,1
272,likkkkkkkkkke,like,1
273,llllllike,like,1
274,liiiiiiike,like,1
275,liiike,like,1
276,likkkkkkke,like,1
277,likeeeeeeee,like,1
278,likkkkkkkke,like,1
279,liiiiiike,like,1
280,likeeeeeeeeee,like,1
281,likeeeeeee,like,1
282,likkkkkkkkke,like,1
283,likeeeee,like,1
284,likeee,like,1
285,likeee,like,1
286,likkkkkkkkkkkke,like,1
287,liiiike,like,1
288,likeeeeee,like,1
289,liiiiiike,like,1
290,liiiiike,like,1
291,lllllllllllllllike,like,1
292,likkkkkkkkkkke,like,1
293,llllike,like,1
294,llllllllllllllike,like,1
295,likkkkkkkkkkkkke,like,1
296,liiiiike,like,1
297,likeeeeeeeeeeeee,like,1
298,likeeeeeee,like,1
299,lllike,like,1
300,likkkkkkke,like,1
301,liiiiiiiiiiiiiiike,like,1
302,likeeeeeeeeeeeeeee,like,1
303,likeeeeeeeee,like,1
304,likeeeeeeeeeeeeeee,like,1
305,likeee,like,1
306,llllllllllllike,like,1
307,likeeeeeeeeeeee,like,1
308,likkkkkkkke,like,1
309,llllllllllllllike,like,1
310,likkkkkkkkkkke,like,1
311,likeeeee,like,1
312,likkkkkkkkkkkke,like,1
313,liiiiiiiiike,like,1
314,llllllllike,like,1
315,likkkkkkke,like,1
316,llllllike,like,1
317,llllllike,like,1
318,liiiiike,like,1
319,liiiiiiiiiiike,like,1
320,liiiiiiike,like,1
321,lllllllllllike,like,1
322,lllllllllllllike,like,1
323,likeeeeeeeeeeee,like,1
324,lllllllike,like,1
325,likkkkkkkkkkkkke,like,1
326,lllllllllike,like,1
327,lllllllllllllllike,like,1
328,lllllike,like,1
329,likkkkkkkkkkkke,like,1
330,llllllllike,like,1
331,liiiike,like,1
332,liiiike,like,1
333,likkkkke,like,1
334,likeeeeeee,like,1
335,liiiiiiiike,like,1
336,likeeeeee,like,1
337,llllllllllllike,like,1
338,likeeee,like,1
339,likkke,like,1
340,liiike,like,1
341,liiiiiiiiiiiike,like,1
342,llllllllllllike,like,1
343,likeeee,like,1
344,likkkkkkkke,like,1
345,likeeee,like,1
346,lllllllllike,like,1
347,liiiiiiiiiiiiike,like,1
348,liike,like,1
349,likeeeeeeeeeeeeeee,like,1
350,likkkkke,like,1
351,liiiiiiiiike,like,1
352,likkkkkke,like,1
353,liiiiiiiiiike,like,1
354,llllike,like,1
355,llike,like,1
356,llllllllllllllike,like,1
357,lllllllllllllllike,like,1
358,likeeeeeeeeeeee,like,1
359,likee,like,1
360,lllllike,like,1
361,likkkkkkkkkkkke,like,1
362,likeeeeeee,like,1
363,likee,like,1
364,likeeee,like,1
365,liiiiiiiiiiike,like,1
366,likeeeeeeeeeeeeeee,like,1
367,likeeee,like,1
368,likkkkkkkkkkkke,like,1
369,lllllike,like,1
370,liiiiiiiiiiike,like,1
371,likkkkkkkkkkkkkkke,like,1
372,liiiiike,like,1
373,liiiiiiiiiike,like,1
374,lllllike,like,1
375,likkkkkkke,like,1
376,llllike,like,1
377,liiiiike,like,1
378,lllllllllllllllike,like,1
379,llike,like,1
380,lllllllike,like,1
381,likeeeeeeeeeeeee,like,1
382,lllllllllllllllike,like,1
383,likkkkkkkkkkkke,like,1
384,likke,like,1
385,lllike,like,1
386,liiiiiike,like,1
387,likkkkkkkkke,like,1
388,likeeeeeeeeeeeee,like,1
389,llllike,like,1
390,liiiike,like,1
391,liiiiike,like,1
392,likkkkkkkkkkkkke,like,1
393,likkkkkkkkkkkke,like,1
394,likkkkkke,like,1
395,lllllllllike,like,1
396,liiiiiike,like,1
397,likkkkkkkke,like,1
398,likkkkke,like,1
399,liiiiiiiiiike,like,1
400,lllllllllllike,like,1
401,lllike,like,1
402,liiiiiike,like,1
403,likkkke,like,1
404,likeeeeee,like,1
405,liiiiiiiiiiiiike,like,1
406,likkkkkkkkkkkkkke,like,1
407,liike,like,1
408,lllike,like,1
409,llllllllllike,like,1
410,likkkkke,like,1
411,likeeeeeee,like,1
412,liiiiiiike,like,1
413,likkkkkkkkkkkkkkke,like,1
414,likkkkkkkkkkkke,like,1
415,likeeeeeeeeeeeeeee,like,1
416,likeee,like,1
417,likke,like,1
418,likeeeeeeee,like,1
419,llike,like,1
420,likeeeee,like,1
421,likkkkkkkkkkkkke,like,1
422,likkkkkkkkke,like,1
423,liiike,like,1
424,llllllike,like,1
425,liiiiiiiiiiiiike,like,1
426,likeeeeeeeeeeeee,like,1
427,likeeeeee,like,1
428,llllike,like,1
429,likkkkkkkkkkkkke,like,1
430,likkkkkkkkke,like,1
431,likeeeee,like,1
432,likeeeeeeee,like,1
433,liiiiike,like,1
434,liiiiiiiiiiiike,like,1
435,liiiiiiiiike,like,1
436,lllllike,like,1
437,lllllllike,like,1
438,likkkke,like,1
439,likkkkkkke,like,1
440,liiiiiiiiiike,like,1
441,lllllllike,like,1
442,likke,like,1
443,likeeee,like,1
444,likeeeeeeeee,like,1
445,liiiiiiiiiiiiike,like,1
446,likeeeeeeee,like,1
447,likeee,like,1
448,likeeee,like,1
449,likkkkkkkkkkkkkkke,like,1
450,liiiiiiike,like,1
451,llllllllllike,like,1
452,liiiiiiiiiike,like,1
453,liike,like,1
454,likkkkkkkkkke,like,1
455,likke,like,1
456,llllllllllllike,like,1
457,likkkkkkkkke,like,1
458,likeeeeeeeee,like,1
459,liiike,like,1
460,llllllllllike,like,1
461,liike,like,1
462,likkkkkkkkkkkkkkke,like,1
463,liiiiiiike,like,1
464,likeeeeee,like,1
465,llllllllllike,like,1
466,lllllllllllike,like,1
467,liiiiiiiiike,like,1
468,lllllike,like,1
469,likeeeeeeeeeee,like,1
470,likkkkke,like,1
471,likkkkkkkkkkkkkkke,like,1
472,likeeeee,like,1
473,liiiiiiike,like,1
474,likeeeee,like,1
475,likkkke,like,1
476,lllllllllllllike,like,1
477,lllllike,like,1
478,llllllllike,like,1
479,llllllike,like,1
480,likkkkkkkkkke,like,1
481,lllllllllllllllike,like,1
482,lllllllllllllllike,like,1
483,likeeeee,like,1
484,liiiike,like,1
485,likeee,like,1
486,likkkkkkkkkkkke,like,1
487,lllllllike,like,1
488,liiiiiiike,like,1
489,likkkkke,like,1
490,liiiiiiiiiiiiike,like,1
491,likeeeeeee,like,1
492,llike,like,1
493,liiiiiiiiiiiiiike,like,1
494,likeeeeeeee,like,1
495,likkkkkkkkkke,like,1
496,liiiiiiiiiiiiiike,like,1
497,likkkkkkkkkkke,like,1
498,llllllllllllllike,like,1
499,llllike,like,1
500,likkkkkkkkke,like,1
501,likkkkkkkkkkkke,like,1
502,likeeeeeeee,like,1
503,liiiiiiiiiiiiiike,like,1
504,liiiiiike,like,1
505,likkkkkke,like,1
506,lllllllllllike,like,1
507,liiiiiiiiiiiiiiike,like,1
508,likkkkkkke,like,1
509,liiiiiiiiiiiiiike,like,1
510,likeeeeeeeeeeeee,like,1
511,lllllllllllllike,like,1
512,liiiiike,like,1
513,likeeeeeeeeee,like,1
514,liiiiiiike,like,1
515,likke,like,1
516,lllllllllllike,like,1
517,liiiiiiiiiiike,like,1
518,liiiiiiiiiiiike,like,1
519,lllllllllllllike,like,1
520,likkkkkkkke,like,1
521,liiiiiiike,like,1
522,liiiiiike,like,1
523,lllllllllllike,like,1
524,likkkkkke,like,1
525,likeeeeeeeeeeeee,like,1
526,liiiiiiiiiiiike,like,1
527,lllllllllike,like,1
528,likkkkkkkke,like,1
529,likkkkke,like,1
530,likkkkkkkkkkkkke,like,1
531,liike,like,1
532,likkkkkkkkkkkkkkke,like,1
533,lllllllike,like,1
534,llllllllllike,like,1
535,likkkkkkkkke,like,1
536,likeeeeeeee,like,1
537,likkkkkkkkke,like,1
538,liiiike,like,1
539,likeeeeeeeeeeeee,like,1
540,likkkkkkkkkkkkkke,like,1
541,lllllllllllike,like,1
542,liiike,like,1
543,liiike,like,1
544,likeeeeee,like,1
545,liiiiiiiiiiiike,like,1
546,likeeee,like,1
547,lllllllllllike,like,1
548,liiiiiiiiiiike,like,1
549,liiiiiiiiiiiiiike,like,1
550,llllllllike,like,1
551,likeeeeeeeeeee,like,1
552,llllllllike,like,1
553,likeeeeeeeeeeee,like,1
554,llllllllllllllike,like,1
555,llllllllllllike,like,1
556,likkkkke,like,1
557,likkke,like,1
558,likkkkkkkkkkke,like,1
559,likkkkkkkke,like,1
560,likkkkkkkkkkkkkkke,like,1
561,likeeeeeeeeeeeee,like,1
562,lllllllllllike,like,1
563,lllllllllllllllike,like,1
564,liiiiiiiiike,like,1
565,likeee,like,1
566,liiiiiike,like,1
567,likkkkkkkkkkkkkke,like,1
568,liiiiiiiiiiike,like,1
569,likeeee,like,1
570,lllllllllllike,like,1
571,likkkkkkkkke,like,1
572,likeee,like,1
573,liiiiiiiiiiiike,like,1
574,llike,like,1
575,likee,like,1
576,liiike,like,1
577,lllllllllllllllike,like,1
578,likeeeeeeeeeeeeeee,like,1
579,likkkkkkkkke,like,1
580,likkkkkkkkkkkkke,like,1
581,likkkkkkkkkkkke,like,1
582,liiiiiiiiiike,like,1
583,likkke,like,1
584,likkkkkkke,like,1
585,likkkkkke,like,1
586,likeeeeeeeeee,like,1
587,liiike,like,1
588,lllllike,like,1
589,likeeeeeeeeeeee,like,1
590,llllllike,like,1
591,lllllllllllike,like,1
592,lllllike,like,1
593,likeeeeee,like,1
594,liiiiiiiiiiiiiiike,like,1
595,liiiike,like,1
596,likke,like,1
597,likeee,like,1
598,likkkkkkkkkke,like,1
599,lllllllike,like,1
600,likeeeeeeeee,like,1
601,likke,like,1
602,lllike,like,1
603,likkke,like,1
604,likee,like,1
605,liiiiiiiiiiiike,like,1
606,liiiiiiiiiiike,like,1
607,liiiiike,like,1
608,lllllike,like,1
609,likeeeeeeeeeeeeeee,like,1
610,likeeeeeeeee,like,1
611,lllllllllike,like,1
612,likeeeeeeeeeeee,like,1
613,liiiiiiiiiiiiiiike,like,1
614,lllllllllike,like,1
615,likeeeeeeeeeeeee,like,1
616,likkkkkke,like,1
617,likkkkkkkkkkkkkke,like,1
618,lllllllike,like,1
619,likeeee,like,1
620,likeeeee,like,1
621,llike,like,1
622,likeeeeeeee,like,1
623,lllllike,like,1
624,llllllllike,like,1
625,likkkkke,like,1
626,liiiiiiiiiiiiiiike,like,1
627,lllllllllllllllike,like,1
628,likeeeeeeeee,like,1
629,llllllike,like,1
630,lllllllike,like,1
631,liiiiiike,like,1
632,likeeeeeeeee,like,1
633,liiiiiiiiiike,like,1
634,llllllllllike,like,1
635,likkkkkkkke,like,1
636,likeeeeee,like,1
637,likeeeeeeeee,like,1
638,likeeeeeeeeee,like,1
639,likkkkkkkkkkkkkkke,like,1
640,likkkkkkkkkkkke,like,1
641,likkkkkkkkkkke,like,1
642,likeeeeeeeee,like,1
643,liiiiiiiiiiiiiiike,like,1
644,likkkkkkkkkkkkkkke,like,1
645,liiiiiiiike,like,1
646,lllllllllllllike,like,1
647,likeeeee,like,1
648,llllike,like,1
649,llllllllike,like,1
650,likeeeeeeeeeeeeee,like,1
651,liiiiiiiiiiiike,like,1
652,llike,like,1
653,likkkkkkkkkkkkkkke,like,1
654,lllllllllike,like,1
655,likeeeeeeeeeeeeeee,like,1
656,liiiiiiiiike,like,1
657,llike,like,1
658,lllllllike,like,1
659,liiiiiiiiiiiiiiike,like,1
660,likeeeeeeeeeeeee,like,1
661,likeeeeee,like,1
662,likkkkkkkke,like,1
663,likkkkkkkkkkke,like,1
664,liiiiiiiike,like,1
665,likkkkkkkkkkkkke,like,1
666,liiiiiiiiike,like,1
667,likeeeeeeeeeeeee,like,1
668,liiiiiiiiiike,like,1
669,lllllike,like,1
670,likeeeeee,like,1
671,likeeeeeeeeeeeeeee,like,1
672,likkkkkkkkkke,like,1
673,likee,like,1
674,liike,like,1
675,likkke,like,1
676,liike,like,1
677,lllllike,like,1
678,likkkkkkkkke,like,1
679,likke,like,1
680,liiiiiiike,like,1
681,liiiiiiiiiiiiiike,like,1
682,liike,like,1
683,llllllllike,like,1
684,likee,like,1
685,likkkkkkkke,like,1
686,likkkkkkkkke,like,1
687,liiike,like,1
688,llllike,like,1
689,likeeeeeee,like,1
690,lllllllllllllllike,like,1
691,liiiike,like,1
692,likeeeeeeeee,like,1
693,likkkkkke,like,1
694,llllllllllllllike,like,1
695,llllllllllike,like,1
696,liiiiiiiiiiiiiike,like,1
697,likkkkkkkkkke,like,1
698,llllllllllllike,like,1
699,likkke,like,1
700,lllllllike,like,1
701,llike,like,1
702,liiiiiiiiike,like,1
703,liiiiiiiiiiiiiike,like,1
704,likeeeeeeeeeeeeeee,like,1
705,lllllllllllllike,like,1
706,likkkke,like,1
707,liiiiiiiiiiiiike,like,1
708,likeee,like,1
709,liiiiiiiiiike,like,1
710,liike,like,1
711,liiiiiike,like,1
712,liiiiiiiiiiiiiike,like,1
713,liiiiiiiiiike,like,1
714,liiiiiiiike,like,1
715,llllllllllike,like,1
716,likeeeeeeeeee,like,1
717,likeeeeeeeeeee,like,1
718,llike,like,1
719,likeeeeeeeeee,like,1
720,likkkkkkkkkkkke,like,1
721,likeeeee,like,1
722,lllllllllllllllike,like,1
723,liike,like,1
724,likke,like,1
725,liiiiike,like,1
726,likkkke,like,1
727,likeeeeeeeee,like,1
728,likkkke,like,1
729,liiiiiiiiiiike,like,1
730,lllllllllllllllike,like,1
731,likkkkkke,like,1
732,liiiiiiiiiiike,like,1
733,liiiiiiiike,like,1
734,llike,like,1
735,llllllllllllllike,like,1
736,lllllllllllike,like,1
737,likke,like,1
738,likkkkkkkkkkkkkkke,like,1
739,likke,like,1
740,lllllllllllllike,like,1
741,llllllllllike,like,1
742,liike,like,1
743,llllllllllike,like,1
744,liiiiiiiiiiiike,like,1
745,likeeeeeee,like,1
746,likke,like,1
747,likkkkkkkkkkkke,like,1
748,liiiiiiiike,like,1
749,likee,like,1
750,liiiiiiiiiike,like,1
751,likeeeeee,like,1
752,liiiiiiiiiike,like,1
753,liiiiiiiiiiiiiiike,like,1
754,likkkke,like,1
755,liiike,like,1
756,lllllllllllike,like,1
757,lllllllllllllike,like,1
758,liiiiiiiiiiiiiike,like,1
759,llllllllllllike,like,1
760,lllllllllllllike,like,1
761,likkkkkkkkkkkkke,like,1
762,liike,like,1
763,llllllllllllllike,like,1
764,likeeeeeeeeeee,like,1
765,liiiiike,like,1
766,likeeeeeeeeee,like,1
767,liiiiiiike,like,1
768,likkkkkkkkkkkke,like,1
769,likee,like,1
770,llllllike,like,1
771,llllike,like,1
772,lllllllike,like,1
773,liiiike,like,1
774,llllllllike,like,1
775,liiiiiiiiiiiike,like,1
776,likee,like,1
777,liiiiiiiiiiiike,like,1
778,lllllllllllllike,like,1
779,lllllike,like,1
780,liiiiiiiiike,like,1
781,llllike,like,1
782,likkke,like,1
783,likkkke,like,1
784,likeeee,like,1
785,likkkkkkkkkkkkkkke,like,1
786,likkkkke,like,1
787,likee,like,1
788,lllllllllllllllike,like,1
789,lllike,like,1
790,liiiiiiiiiike,like,1
791,likkkkkkkkkke,like,1
792,likke,like,1
793,likkkkkke,like,1
794,lllllllllllllllike,like,1
795,likeeeeeeeeeeeeee,like,1
796,lllllllike,like,1
797,liiiiiiiiiiiiike,like,1
798,likkkkkkkkkke,like,1
799,lllllllllike,like,1
800,likkkkkkkkkke,like,1
801,likkkkkkkkke,like,1
802,lllllllllllllllike,like,1
803,llllllllike,like,1
804,liiiiiiiiiiiiike,like,1
805,lllllllllllllllike,like,1
806,liiiiiiiiiiiiike,like,1
807,likeeee,like,1
808,liiiiiiiiiiiiiiike,like,1
809,liiiiiike,like,1
810,lllllllllllllike,like,1
811,liiiiiiiiiiiiike,like,1
812,likkkkkkkkke,like,1
813,liiiiike,like,1
814,lllllllllllike,like,1
815,lllike,like,1
816,liiiiiiiike,like,1
817,likeeeeeeee,like,1
818,liiiiiiiike,like,1
819,likeeeeeeeeeeeeee,like,1
820,likkkkkkkkkkkke,like,1
821,likeeeeeeee,like,1
822,llllllllllike,like,1
823,likkkkkke,like,1
824,likeeee,like,1
825,likeeeee,like,1
826,lllllllllllike,like,1
827,liiiiiiiiike,like,1
828,lllllllllike,like,1
829,liiiiiiiiiiiiiiike,like,1
830,likeeeeeeeeee,like,1
831,llllllllllllike,like,1
832,lllllllike,like,1
833,liiiiiiiiike,like,1
834,likkkkkkkkkkkke,like,1
835,likkkkkkkkkkkke,like,1
836,liike,like,1
837,lllike,like,1
838,lllllllllike,like,1
839,likeeeeeeeeee,like,1
840,llllllike,like,1
841,likeeeeeeeeeeeeee,like,1
842,likeeeeee,like,1
843,likkkkkkkke,like,1
844,likkkkke,like,1
845,likeee,like,1
846,likeeeeeeeeeeeee,like,1
847,likee,like,1
848,lllike,like,1
849,liiiiike,like,1
850,likeeeeeeeeeee,like,1
851,lllllllllllike,like,1
852,likeeeeeee,like,1
853,likkkkke,like,1
854,liiiiiiiiiiiiike,like,1
855,llllllllllllike,like,1
856,likeeeeeeeeeeeeee,like,1
857,likeeeeeeeeeee,like,1
858,llllike,like,1
859,likkkkkkke,like,1
860,likkkkkkkkkkkkkkke,like,1
861,liiiiiiiiiike,like,1
862,llllllllllike,like,1
863,likeeeee,like,1
864,llllllllllllike,like,1
865,liiiiiiiiiiiiiiike,like,1
866,llllllllllike,like,1
867,likkkkkke,like,1
868,llllllllike,like,1
869,likkkkkkkkkkkkkke,like,1
870,likeeeee,like,1
871,liiiiiiike,like,1
872,lllllllllike,like,1
873,lllllllllllllllike,like,1
874,likkkkkke,like,1
875,llllllllllllllike,like,1
876,lllllllllllllllike,like,1
877,likkkkke,like,1
878,llllllllike,like,1
879,likkkke,like,1
880,likeee,like,1
881,likeeeeeeeee,like,1
882,likeeee,like,1
883,lllllllike,like,1
884,likkkkkkkkkkkke,like,1
885,lllike,like,1
886,likeeeeeeeeeeeeee,like,1
887,liiiiiiiiiiiike,like,1
888,likkkkkkkkkkkkkke,like,1
889,liiiiiiiiiike,like,1
890,lllllike,like,1
891,likkkkkkkkke,like,1
892,likee,like,1
893,likkkke,like,1
894,likeee,like,1
895,likeeeeeeeeeee,like,1
896,likkkkkkkkkkke,like,1
897,liiiiiiiiiiiiike,like,1
898,liiiiiiiiike,like,1
899,llllllllllllike,like,1
900,likeeeeeeeeeeeeee,like,1
901,liiiiiiiike,like,1
902,likeeeeeeeeee,like,1
903,likeeeeeee,like,1
904,lllllllike,like,1
905,likkkke,like,1
906,likkkkkkkkke,like,1
907,liike,like,1
908,liiiiiiiike,like,1
909,likeeeeeeeeee,like,1
910,likeee,like,1
911,likeeeee,like,1
912,llllllllllllllike,like,1
913,lllllllike,like,1
914,lllllllllllike,like,1
915,likeeeee,like,1
916,llllllllllllllike,like,1
917,likeee,like,1
918,likeeeeee,like,1
919,liiiiiiiiiiiiiiike,like,1
920,likkkkkkkkkkkkkke,like,1
921,llllllllllllllike,like,1
922,likee,like,1
923,likke,like,1
924,likkkkkke,like,1
925,likkkkke,like,1
926,liike,like,1
927,likkkke,like,1
928,lllllllllike,like,1
929,llllllllllllllike,like,1
930,liiiiiiiiiiiiiike,like,1
931,llllllllike,like,1
932,likkkkkkkkke,like,1
933,likkkkkkkkkkkkkkke,like,1
934,liiiiiiiiiike,like,1
935,liiiiiiiiiiiiike,like,1
936,liiiiiiiike,like,1
937,llllllllllike,like,1
938,lllllllllllllllike,like,1
939,liiiiike,like,1
940,likkke,like,1
941,likkkkkkkkkke,like,1
942,likkkkkkkkkkkkkke,like,1
943,lllllllllllike,like,1
944,likeeeeeeeeeeee,like,1
945,likeeeeeeeeeee,like,1
946,likeeeeeeee,like,1
947,lllllllllllike,like,1
948,likeeee,like,1
949,likkkkkkkkkke,like,1
950,likeeeeeeeeeee,like,1
