,emphasized,actual,sentiment
90,liiiiiiiiike,like,1
91,likeee,like,1
92,likeeeeeeeeeeeeee,like,1
93,liiiiike,like,1
94,lllllllllllllllike,like,1
95,likkkke,like,1
96,likeeeeeeeee,like,1
97,liike,like,1
98,likkke,like,1
99,liiiiiiiiiiiiike,like,1
100,liiiike,like,1
101,llllllllllllllike,like,1
102,lllllllllllllllike,like,1
103,llllllllllllllike,like,1
104,likeeeeeeeeee,like,1
105,likeeeeeeeeeeeee,like,1
106,liiiiiiiiike,like,1
107,liiiiiiiiiiiiiiike,like,1
108,liiiiiiiiiiiike,like,1
109,likeeeeeeeeeeeee,like,1
110,liiiike,like,1
111,liiiiiiiiiiiiiike,like,1
112,lllllllllllllllike,like,1
113,lllllllllllllllike,like,1
114,lllllllllike,like,1
115,likkkkkke,like,1
116,llllllllllllllike,like,1
117,likeeeeeee,like,1
118,llllike,like,1
119,likeee,like,1
120,llllllllike,like,1
121,llllllllllllike,like,1
122,liiiiiiiiiiike,like,1
123,likeeeeeeeeeeeee,like,1
124,likkkkkkkkkke,like,1
125,likkkkkkkkkkkkkkke,like,1
126,liiiiiiiiiiike,like,1
127,lllllllllike,like,1
128,llllike,like,1
129,likkkkkkkkkkkkkkke,like,1
130,llllllllllike,like,1
131,likkkkkke,like,1
132,likeeeeeeeee,like,1
133,likkkkkkkkkkke,like,1
134,lllllllllllllike,like,1
135,likeeeeeeeeee,like,1
136,liiiiiiiiike,like,1
137,likee,like,1
138,likeeee,like,1
139,likeeeeeeeee,like,1
140,likeeeeeeee,like,1
141,lllllllllllllllike,like,1
142,lllllike,like,1
143,llllllike,like,1
144,likkkke,like,1
145,likeee,like,1
146,liiiiiiiiike,like,1
147,likkke,like,1
148,likeeeeeee,like,1
149,likkkkkkkkkkkkke,like,1
150,likkkkkke,like,1
151,likeee,like,1
152,likeee,like,1
153,likeeeeeeeeeeeeeee,like,1
154,llllllllike,like,1
155,liiiiiiiiiiiiike,like,1
156,likkkkke,like,1
157,lllllike,like,1
158,likeeeeeeee,like,1
159,likeeeeeeeee,like,1
160,lllike,like,1
161,lllllllllllllike,like,1
162,liiiiiiiiiiiiiike,like,1
163,likkkkke,like,1
164,likkkkkkkkkkke,like,1
165,likkkkkkkke,like,1
166,llllllllllike,like,1
167,llllllllike,like,1
168,likeeeeeeeeeee,like,1
169,likkkkkkkkkkkkke,like,1
170,likkkkkkke,like,1
171,lllllllllllllllike,like,1
172,lllllllllllllllike,like,1
173,llllllllllllike,like,1
174,llllllllike,like,1
175,lllllike,like,1
176,liiiiiiiiiiiike,like,1
177,likkkkkkkkkkkkkkke,like,1
178,likkkkkkkkkkkkkke,like,1
179,likeeeeee,like,1
180,liiike,like,1
181,llllllllllllllike,like,1
182,likeeeeeeeeeeeeeee,like,1
183,likkkke,like,1
184,lllllllllllike,like,1
185,likeeee,like,1
186,liiiike,like,1
187,likeeeeee,like,1
188,liiiiiiiike,like,1
189,likkkkkkkkkkkkkkke,like,1
190,likeeeeeeeeeeee,like,1
191,likkkke,like,1
192,likeeeeeeeeee,like,1
193,lllike,like,1
194,likeeee,like,1
195,likkkkkkkkkkkkke,like,1
196,likeeeee,like,1
197,llllllllllllike,like,1
198,likeeeeeeeeeeeeee,like,1
199,likkkkke,like,1
200,llllllllllike,like,1
201,likeee,like,1
202,lllllike,like,1
203,likeeeeeeeeee,like,1
204,likeeeeee,like,1
205,likee,like,1
206,likeeeeee,like,1
207,liiiiike,like,1
208,lllllllllllllllike,like,1
209,likkkkkkkkke,like,1
210,liiiiike,like,1
211,lllllllllllike,like,1
212,likeeee,like,1
213,likeeeeeee,like,1
214,liiiiiiike,like,1
215,liiiiiiiiiike,like,1
216,liiiiike,like,1
217,llllike,like,1
218,likeeeeeeeeee,like,1
219,likkkkkkkkkkke,like,1
220,liiiiiike,like,1
221,liiiiiiiiiiiiiiike,like,1
222,likkkkkkkkkkkke,like,1
223,liiiiiiiiike,like,1
224,liiiiiiiiiiiiiiike,like,1
225,likkkkkkkkkkkkkke,like,1
226,liiiiiiiike,like,1
227,likkke,like,1
228,likkkkkke,like,1
229,liiiiiiiiike,like,1
230,likeeeeeeee,like,1
231,llllllike,like,1
232,likkkkkkkke,like,1
233,liiiike,like,1
234,likkkkkkkkke,like,1
235,likkkkkkke,like,1
236,likkkkkke,like,1
237,liiiiiiiiiiiike,like,1
238,likkkkke,like,1
239,likeeeeeeee,like,1
240,llllllike,like,1
241,liiiiiiike,like,1
242,likeeee,like,1
243,likeeeeeeeeee,like,1
244,liike,like,1
245,liiike,like,1
246,likeeeeeee,like,1
247,likeeeeeeeeeeeee,like,1
248,liiiike,like,1
249,likeeeeeeeeeeeee,like,1
250,liiiiiiiiiike,like,1
251,liiiiiiiiiiiike,like,1
252,likkkkkkkke,like,1
253,likeeeeeee,like,1
254,likkkkkkkkkkkkkkke,like,1
255,llike,like,1
256,llllllllllllllike,like,1
257,llllllllllllllike,like,1
258,lllllllllike,like,1
259,llllllllllllllike,like,1
260,likkkkkkkkkke,like,1
261,lllllllllllike,like,1
262,liiiiiiiike,like,1
263,liiiiiiike,like,1
264,likeeeeeeeee,like,1
265,llllike,like,1
266,likkkkkkkkke,like,1
267,likkkkkkkkkkkke,like,1
268,llllllike,like,1
269,likee,like,1
270,likee,like,1
271,likkkkke,like,1
272,llllike,like,1
273,likkke,like,1
274,likee,like,1
275,llllllllllike,like,1
276,llllllllike,like,1
277,lllllllike,like,1
278,lllllllllllike,like,1
279,likeeeeeeeeeeeeee,like,1
280,llike,like,1
281,llllllike,like,1
282,likkkkkkkkke,like,1
283,likkkkkkkkkkkkkke,like,1
284,liiiiiiike,like,1
285,llike,like,1
286,likeeeeeeeeeee,like,1
287,llllllllllllike,like,1
288,liike,like,1
289,likee,like,1
290,likeeeeeeeeeeeee,like,1
291,likkkke,like,1
292,likkkkkkkkkkke,like,1
293,liiiiiiike,like,1
294,likeeeeeeeeeee,like,1
295,liiiiiike,like,1
296,lllllllllllike,like,1
297,likkkkkkkke,like,1
298,likkkkkkkkkkke,like,1
299,llllllllllike,like,1
300,llllllike,like,1
301,liiiiiiiiiiiiike,like,1
302,liiiiiiike,like,1
303,liiiiiiike,like,1
304,liiiiiiike,like,1
305,likkkkkkkkkkkke,like,1
306,likeeeeeeeeeeeee,like,1
307,llllllllllllike,like,1
308,llllllllike,like,1
309,liiiiiiiiiiiiiike,like,1
310,llllllllike,like,1
311,liiiiiiiike,like,1
312,llllike,like,1
313,likeeee,like,1
314,liiiike,like,1
315,likeeeeeeeeeeee,like,1
316,likeeeeeeeee,like,1
317,liiiiiike,like,1
318,likeeeeeeeee,like,1
319,liiiiiiike,like,1
320,likeeeeeeeeeeeee,like,1
321,likeee,like,1
322,llllllllllllllike,like,1
323,liike,like,1
324,liike,like,1
325,llike,like,1
326,likkkkkkkkkke,like,1
327,likkkkkkkke,like,1
328,liiiiike,like,1
329,liiiiiiiiiiiike,like,1
330,likkkkkkkkke,like,1
331,likkkkkkkkkkkkkke,like,1
332,liiiiiike,like,1
333,likeeeeeeeee,like,1
334,likke,like,1
335,likkkkkkkkkkkkkke,like,1
336,liiiiiiiiike,like,1
337,liike,like,1
338,lllllllike,like,1
339,likkkkke,like,1
340,lllllike,like,1
341,lllllllllllike,like,1
342,likeeeee,like,1
343,likeeeeeeeeeeeee,like,1
344,lllike,like,1
345,liiiiiiike,like,1
346,likeeeeee,like,1
347,liiiiike,like,1
348,liiiike,like,1
349,llllllllllllike,like,1
350,liiiiiike,like,1
351,liiiiiiiiike,like,1
352,likeeeeeeeeeeeeee,like,1
353,liiiike,like,1
354,likkkkke,like,1
355,likkkkkkkkkkkkkke,like,1
356,likeeeee,like,1
357,likkkkkkkkkke,like,1
358,lllllllllike,like,1
359,liiiiiiiiiike,like,1
360,liiiike,like,1
361,likeeeeee,like,1
362,likeeeeeeeeeeeeeee,like,1
363,likkkkkkke,like,1
364,likeeeee,like,1
365,likeeeeeeeeeeeeeee,like,1
366,lllllllllllllike,like,1
367,liiiiiiiiiiiike,like,1
368,liiiiiiike,like,1
369,likkkkkkkkke,like,1
370,lllllllllllike,like,1
371,likkkkkkkkkkkkkkke,like,1
372,liiiike,like,1
373,lllllllike,like,1
374,liiiiiiike,like,1
375,likeeeeeeeeee,like,1
376,likeeeeeeeeee,like,1
377,liiiiike,like,1
378,likkkkkkkkkke,like,1
379,liiiiiiiike,like,1
380,likke,like,1
381,likeeeeeee,like,1
382,likkkkkkke,like,1
383,llllllllllike,like,1
384,liiiiike,like,1
385,liiike,like,1
386,liiiiiiiiiike,like,1
387,likeeeee,like,1
388,likkkkkkkkkkke,like,1
389,likeeeeeeeeeeee,like,1
390,likkkkkkkkkkkkkkke,like,1
391,likkkkke,like,1
392,likkkkkkkkkkkkke,like,1
393,likkkkkkkkkkkke,like,1
394,lllllllllllllllike,like,1
395,likeeeeeeeeeeee,like,1
396,likeee,like,1
397,liiiiiiiiiike,like,1
398,liiiiiiiiiike,like,1
399,likeeeeee,like,1
400,liiiiike,like,1
401,liiiiiiiiiiiiiike,like,1
402,likkkkkkkkkkke,like,1
403,likke,like,1
404,lllllllike,like,1
405,likeeeeeeeeee,like,1
406,llllike,like,1
407,likkkkkkke,like,1
408,liiiiike,like,1
409,likkkkkkkke,like,1
410,likeeeeeeeeeee,like,1
411,likeeeeeeeeeeeeeee,like,1
412,likkkke,like,1
413,llllike,like,1
414,liiiiiiiiiiiiiiike,like,1
415,likkkkkkkke,like,1
416,likkkkkkkkkkkkkkke,like,1
417,llllike,like,1
418,llllllllike,like,1
419,likke,like,1
420,likkkkkkkkkkkkkke,like,1
421,liiiiiiiiiiiiike,like,1
422,llllllllllike,like,1
423,liiiiiiiiiiiiiike,like,1
424,liiike,like,1
425,likeeeeeeeeeeee,like,1
426,likeeeeeeee,like,1
427,llllllike,like,1
428,lllike,like,1
429,liiiike,like,1
430,llllllllllllllike,like,1
431,liiiike,like,1
432,liiiiiiike,like,1
433,lllllllllllike,like,1
434,likkkkkke,like,1
435,lllllllllllllllike,like,1
436,likkkkkkkkkkkkke,like,1
437,lllllike,like,1
438,liiiiiiiike,like,1
439,likkke,like,1
440,lllllike,like,1
441,liiike,like,1
442,liiiike,like,1
443,liiiiiiiiike,like,1
444,liike,like,1
445,likkkkkkkkkkkke,like,1
446,likeeeee,like,1
447,lllllllllllllllike,like,1
448,llllllike,like,1
449,likeeeeeeeeeee,like,1
450,likkkkkkkkkkkkkkke,like,1
451,likkkkkkkkkkke,like,1
452,likeee,like,1
453,likeeeeeeeeeeeee,like,1
454,likeeeeeeeeeee,like,1
455,likeeeeeeeee,like,1
456,likeeeeeeeee,like,1
457,likkkkkkkkke,like,1
458,likeeeeeeeeeee,like,1
459,likeeeeeeeeeeeeee,like,1
460,liiiiiiiiiiiiiike,like,1
461,likeeeeeeeeeeeee,like,1
462,lllllllike,like,1
463,liiiiiiiiiike,like,1
464,likeeeeeeeeeeeeee,like,1
465,likkkkkkkkkke,like,1
466,llllllllllllike,like,1
467,likeeee,like,1
468,likkke,like,1
469,liiiiiiiike,like,1
470,likeeeeee,like,1
471,liiiiiiiiiiike,like,1
472,lllike,like,1
473,likeee,like,1
474,liiiiiike,like,1
475,likeeeeeeeeee,like,1
476,likeeeeeeeeeeeee,like,1
477,likeeeeeee,like,1
478,liiiiiiiiiiiiike,like,1
479,lllllllllllllllike,like,1
480,likeeeeeeeee,like,1
481,lllike,like,1
482,likkkkkkke,like,1
483,likkkkkkkkkkkkkke,like,1
484,likkkkkkke,like,1
485,liiiiiiiiiiiiike,like,1
486,liiiiiiiiiiiike,like,1
487,likkkkkkkkke,like,1
488,likke,like,1
489,likeeeee,like,1
490,likeeeeeeeeee,like,1
491,likeeeee,like,1
492,liiiike,like,1
493,likkkkkkkkke,like,1
494,likkkkkkkkkkkkke,like,1
495,likkkkkkkkkkke,like,1
496,lllllllllllllllike,like,1
497,likkkkkke,like,1
498,likkkkkkkkke,like,1
499,liike,like,1
500,likeeee,like,1
501,likkkkkke,like,1
502,likeeeeeeeeee,like,1
503,likeeee,like,1
504,lllllike,like,1
505,liiiiiike,like,1
506,llike,like,1
507,liiiiiiiike,like,1
508,likeeeeeeeeeeeee,like,1
509,likkkkkkkkkkkke,like,1
510,liiiiiiiiiiiike,like,1
511,llllllllllike,like,1
512,llllllllike,like,1
513,likkkkkkkkkkkkkkke,like,1
514,lllllllllllllllike,like,1
515,lllllike,like,1
516,likeeeeeeeeeeeeeee,like,1
517,llllllllllike,like,1
518,lllllike,like,1
519,likeeeeeee,like,1
520,liiiiiiiiiiiiiiike,like,1
521,likeeeeeeeeeeee,like,1
522,lllllike,like,1
523,liiiiiiiiiiiiiike,like,1
524,likkkkkkkkkkke,like,1
525,likeee,like,1
526,likeeeeeeeeeee,like,1
527,liiiiiiiiiiiike,like,1
528,llike,like,1
529,likkkkkkkkkke,like,1
530,likkkkkkke,like,1
531,likeeeeeeeeeee,like,1
532,liiiike,like,1
533,likeee,like,1
534,likkkkkke,like,1
535,lllllllllllllllike,like,1
536,liiiiiiiiiiiiike,like,1
537,likkkkkke,like,1
538,likkkkkkkkkkkkkkke,like,1
539,liiike,like,1
540,llllllllike,like,1
541,likeeeeeeee,like,1
542,liiiiike,like,1
543,likeeeee,like,1
544,likkkkkke,like,1
545,likeeeeeeeeee,like,1
546,liiiiiike,like,1
547,liiiiiike,like,1
548,likkkkkkkkkkkkkke,like,1
549,liiike,like,1
550,lllike,like,1
551,liiiiiiiiiiiike,like,1
552,likeeeeee,like,1
553,liiiiiiiike,like,1
554,likkkkkkkkke,like,1
555,likeeeeeee,like,1
556,likeeeeeeeeeee,like,1
557,likkkkkkke,like,1
558,likkkkkkkke,like,1
559,likkkkkkkkkke,like,1
560,likkke,like,1
561,lllllllike,like,1
562,likeeeeeee,like,1
563,liiiiiiiike,like,1
564,likkkkkkke,like,1
565,llllllllllllike,like,1
566,likkkkkkkkkke,like,1
567,llllllike,like,1
568,likkkkkkkkkkkkkkke,like,1
569,likeeeeee,like,1
570,likkkkkkke,like,1
571,llllllllllllike,like,1
572,likeeeee,like,1
573,likeeeeeeeeeeeeeee,like,1
574,likkkkkkkkkkkkke,like,1
575,liike,like,1
576,likeeeeeeeee,like,1
577,likkkkkkkkkkkkkke,like,1
578,llike,like,1
579,likee,like,1
580,lllllllllike,like,1
581,likkkkkkkkkkkke,like,1
582,liiiike,like,1
583,lllllike,like,1
584,lllike,like,1
585,lllllllllllllike,like,1
586,likee,like,1
587,likeeeeeeeeeeeee,like,1
588,likkkke,like,1
589,liiike,like,1
590,lllllllllike,like,1
591,liiiiiiiiiiiike,like,1
592,likeeeeeeeeeeeeeee,like,1
593,likkkkkkkke,like,1
594,likke,like,1
595,liike,like,1
596,liiiiiiiiiiike,like,1
597,likeeeeeeee,like,1
598,lllllllike,like,1
599,likkkkkkke,like,1
600,lllike,like,1
601,llllllllllllllike,like,1
602,lllike,like,1
603,liiiiiiike,like,1
604,likke,like,1
605,llllllllllllllike,like,1
606,likkkkkkke,like,1
607,likeeeeeeeeeeeeee,like,1
608,likeeeeeeeeeeeee,like,1
609,liiiiike,like,1
610,likeeeee,like,1
611,likeee,like,1
612,likkkkkkkke,like,1
613,lllllllike,like,1
614,likkkkkkkkkkkke,like,1
615,liiiiike,like,1
616,liike,like,1
617,likke,like,1
618,liiiiiiiiiiiiike,like,1
619,likkkkkkkkkkke,like,1
620,likeeeeeeeee,like,1
621,liiiiiiiiiiiiike,like,1
622,likkkkkkkkkkkkkkke,like,1
623,likkkkkkkke,like,1
624,likeeeeeeeeee,like,1
625,likeeeeeeeeeeeeee,like,1
626,lllllllllllike,like,1
627,likkkkkkkke,like,1
628,liiiiiike,like,1
629,likkkkkkkkkkkke,like,1
630,lllllllllllike,like,1
631,likeeeeeeeeee,like,1
632,likeeeeeeeeeeeeeee,like,1
633,likkkkkkkkke,like,1
634,likeeeeeeeeeeeeeee,like,1
635,likkkke,like,1
636,likke,like,1
637,likkkkkkkkkkkkkke,like,1
638,liiiiiiiiiiiiiike,like,1
639,liiiiiike,like,1
640,lllllllllllllllike,like,1
641,llike,like,1
642,likkkkkkkkkkkkkke,like,1
643,lllllllike,like,1
644,liiiiiike,like,1
645,likeeeeeeeee,like,1
646,likkkkkke,like,1
647,liiiiiiiiiiiiiiike,like,1
648,llllllllllllike,like,1
649,liiiiike,like,1
650,llllllllike,like,1
651,liike,like,1
652,likkkkkkkkkke,like,1
653,likee,like,1
654,likeee,like,1
655,likeee,like,1
656,liiike,like,1
657,likkkkkkke,like,1
658,likeeeeeeeee,like,1
659,likeeeeeeeeeeeeeee,like,1
660,liiiiiiiiiiiiiike,like,1
661,likkkkkkkkkkkkkke,like,1
662,liiiiiiike,like,1
663,liiiiiiiiiike,like,1
664,likkkkke,like,1
665,likkke,like,1
666,likeeeeeeeee,like,1
667,lllllllike,like,1
668,likeeeeeeee,like,1
669,likkkkkkkkkkkkkke,like,1
670,liiiiiiiiike,like,1
671,likkkkkkke,like,1
672,likeeeeeeeeeee,like,1
673,liiiiiiiiiiiiiiike,like,1
674,likkkke,like,1
675,llllllllike,like,1
676,likeeeeeeee,like,1
677,likeeeeee,like,1
678,likeeeee,like,1
679,likeeeeeeeee,like,1
680,liiiiiiiiiiiiike,like,1
681,likkkkkkkkkke,like,1
682,likkkkkkkkkkkkkke,like,1
683,likeeeeeee,like,1
684,likkkkke,like,1
685,lllllllllllllike,like,1
686,likeeeeeeeeeee,like,1
687,liiiiiiiiike,like,1
688,llllllllike,like,1
689,liiiiiike,like,1
690,likeeeeeeeee,like,1
691,likkkkkkkkkkkke,like,1
692,likkkke,like,1
693,lllllllllllike,like,1
694,liiiiiiiiiike,like,1
695,likkkkkkkkkke,like,1
696,likeeeeeeeeeeeeee,like,1
697,lllllllike,like,1
698,llllike,like,1
699,liiiiiiiiiiike,like,1
700,liiiiiiiike,like,1
701,liiiiiiiiiiiiike,like,1
702,likkkkke,like,1
703,liike,like,1
704,lllike,like,1
705,likkkkkkkkkkkkkke,like,1
706,liiike,like,1
707,liiiiiiiiiiiike,like,1
708,likkkkkkkkkkkke,like,1
709,likeeee,like,1
710,likkkkkkkkkkkkke,like,1
711,likkke,like,1
712,liiiike,like,1
713,likeeeeeeeee,like,1
714,likeeeeeee,like,1
715,likkkkkkkkkkkke,like,1
716,likeeeeeeeeeeeeee,like,1
717,llllllllllllike,like,1
718,llllike,like,1
719,liike,like,1
720,liiiiike,like,1
721,likkkkkkkkkkkkkkke,like,1
722,likeeeeeeeeeee,like,1
723,likeeeeeeeeee,like,1
724,likkkkkkkkkkke,like,1
725,likeeeeeeee,like,1
726,liiiiiiiiiiike,like,1
727,likee,like,1
728,likeeeeeeeeee,like,1
729,lllllllike,like,1
730,lllike,like,1
731,llllllllllllike,like,1
732,likkkke,like,1
733,lllllllike,like,1
734,likeeeeeeeee,like,1
735,liiiiiiiiiiiike,like,1
736,liiiiiiike,like,1
737,liiiiiiiike,like,1
738,lllllllllllllike,like,1
739,liiiiiike,like,1
740,liiiiiiiiiiiiike,like,1
741,llllllike,like,1
742,liiiiiiiiike,like,1
743,lllike,like,1
744,llllllike,like,1
745,liiiiiiiiiike,like,1
746,likeeeeeee,like,1
747,likeeeeeeeee,like,1
748,llllllllllllike,like,1
749,likeeeeeeeeeeeee,like,1
750,likkkkkkkke,like,1
751,likkkkkkkke,like,1
752,liiiiiiiiiiiike,like,1
753,lllllllike,like,1
754,lllike,like,1
755,likkkkkkkkkkke,like,1
756,likeeeeeeeee,like,1
757,liiiiiiike,like,1
758,llllllllllllike,like,1
759,likeee,like,1
760,likeeee,like,1
761,liiiike,like,1
762,liiiiiiiiiiike,like,1
763,likeeeeeee,like,1
764,likkkkkkkkke,like,1
765,likeeeeeeee,like,1
766,liiiiiiiiiiike,like,1
767,likeeeeeee,like,1
768,likeeeeeeeeeeeee,like,1
769,lllllllllllllike,like,1
770,likkkkkkkke,like,1
771,likkkkke,like,1
772,liiike,like,1
773,likkkkkkkkke,like,1
774,lllllllllllllllike,like,1
775,likeee,like,1
776,likeeeeeeeee,like,1
777,llllllllllllike,like,1
778,likkkkkke,like,1
779,llllllike,like,1
780,likeeeeeeeeee,like,1
781,llllllllike,like,1
782,likkkkkkkke,like,1
783,likee,like,1
784,liiiiiiike,like,1
785,liiiiike,like,1
786,likkkkkkkkkkkkkkke,like,1
787,liiike,like,1
788,llllike,like,1
789,lllllllllllike,like,1
790,lllllllllllllike,like,1
791,likeee,like,1
792,likeeeeeeeeeee,like,1
793,likee,like,1
794,likke,like,1
795,likee,like,1
796,likeeeeeeeeeeeeeee,like,1
797,likkkkkkkkkke,like,1
798,likeeeeeeeeee,like,1
799,liiiike,like,1
800,lllllllllllllllike,like,1
801,likeeeeeeeeee,like,1
802,likeeeeeeeee,like,1
803,likkkkkke,like,1
804,likkkkkkkkkkkke,like,1
805,likkkkke,like,1
806,lllllllllllike,like,1
807,likeeeeee,like,1
808,liike,like,1
809,lllllllike,like,1
810,liiiiiiiiiiike,like,1
811,likkkkkkkkkke,like,1
812,llllllllllllllike,like,1
813,likke,like,1
814,likeeeee,like,1
815,llllllike,like,1
816,liiiiiiiiiiiiiiike,like,1
817,likeeeeeeeeeeeee,like,1
818,likkkkkkkkke,like,1
819,lllllllllllike,like,1
820,likeeeeeeeeeeeeee,like,1
821,llike,like,1
822,lllike,like,1
823,llllllllllllike,like,1
824,liiiiiike,like,1
825,llllllllllllllike,like,1
826,liike,like,1
827,llllllike,like,1
828,liiiiiiiiiiiiiike,like,1
829,likeeeeeeeeeeeeeee,like,1
830,likkkkkkkkkkkkke,like,1
831,likkkkkkkke,like,1
832,lllllike,like,1
833,likkkkkkkkkkkke,like,1
834,llllike,like,1
835,lllike,like,1
836,likeeeee,like,1
837,likkke,like,1
838,lllllllllike,like,1
839,likkkkke,like,1
840,likkke,like,1
841,likkkkkkkkke,like,1
842,likkkkkkkkkkkke,like,1
843,likkkkkkkke,like,1
844,likkkkke,like,1
845,likeeeee,like,1
846,llllike,like,1
847,likee,like,1
848,lllllllllike,like,1
849,likkkkkkkke,like,1
850,lllllllllike,like,1
851,liiiiike,like,1
852,liike,like,1
853,likkkkkkkkke,like,1
854,liiiiiiiiike,like,1
855,likeeeeeeeeeee,like,1
856,likeeeeeee,like,1
857,lllllllike,like,1
858,likeeeee,like,1
859,llike,like,1
860,llike,like,1
861,likeeeeeeeee,like,1
862,likeeee,like,1
863,likeee,like,1
864,liiike,like,1
865,likkkkkkkkkkkkkkke,like,1
866,llllllllllike,like,1
867,likkkkkkkkkkke,like,1
868,likkke,like,1
869,likkkkkkke,like,1
870,llllllike,like,1
871,llllllike,like,1
872,lllllllllike,like,1
873,liiiiiiiiiiiiiike,like,1
874,likeeeeeeeeee,like,1
875,liiiiiiiiiiike,like,1
876,liiiiiiike,like,1
877,liiiiiiiiiiike,like,1
878,likkkkkkkkkkke,like,1
879,likkkkkkkke,like,1
880,likkkkkkkkkkkkke,like,1
881,likkke,like,1
882,likeeeee,like,1
883,llllllike,like,1
884,likeeeeeee,like,1
885,lllllllllllllllike,like,1
886,likeeeeeeee,like,1
887,likkkkkkkkkkkke,like,1
888,likeeeeee,like,1
889,llllllike,like,1
890,liiiiiiiiiike,like,1
891,lllllike,like,1
892,likeeeeeeeeee,like,1
893,liiiiike,like,1
894,lllllllllllllllike,like,1
895,llllike,like,1
896,liike,like,1
897,likkkkkkke,like,1
898,llllllike,like,1
899,liiiiiiiiiiiiike,like,1
900,likkkkkkkkkke,like,1
901,liike,like,1
902,likeeee,like,1
903,liiiiiiiiiiiiiiike,like,1
904,lllllllllllike,like,1
905,liiiiike,like,1
906,liiiike,like,1
907,likeeeeeee,like,1
908,lllllllllllike,like,1
909,llllike,like,1
910,likkkkkkkke,like,1
911,llllllllllllike,like,1
912,llike,like,1
913,likeee,like,1
914,likeeee,like,1
915,likeeeeeeeeeeeee,like,1
916,liiike,like,1
917,likkkkkkkkkkkkke,like,1
918,lllllllllike,like,1
919,likee,like,1
920,lllllllllllllike,like,1
921,likeeeeee,like,1
922,likkkke,like,1
923,llllllllllllike,like,1
924,likeeeeeeeeeeeeee,like,1
925,likkkkkkkkkkkkkkke,like,1
926,likeee,like,1
927,liiiiiiiiiiiiiiike,like,1
928,likkkkkkkkkkkkke,like,1
929,liiike,like,1
930,liike,like,1
931,llllllllllllllike,like,1
932,likeeee,like,1
933,likke,like,1
934,liiiiiiiiiiiike,like,1
935,liiiiiiiike,like,1
936,llllllllike,like,1
937,liiiiiiiike,like,1
938,likeeeeeee,like,1
939,liiike,like,1
940,likee,like,1
941,likeeeeeeeeeeeee,like,1
942,likkkkkke,like,1
943,llllllllike,like,1
944,likkkkkkkkkkkke,like,1
945,lllllllike,like,1
946,likeeeeeeeee,like,1
947,liiiiiiiike,like,1
948,likeeeee,like,1
949,likkkkkkke,like,1
950,liiiiiiiiiiiiike,like,1
951,likeeeeeeeeeeeeee,like,1
952,liiiiiiiiiiiiiike,like,1
953,likeeeeeeeeeeeeeee,like,1
954,likkke,like,1
955,liiike,like,1
956,liiiiiiiiiiiiike,like,1
957,liiiiiiiiiiiike,like,1
