,emphasized,actual,sentiment
86,likkkkkkkkke,like,1
87,likkkkkkke,like,1
88,lllllllike,like,1
89,likeee,like,1
90,llllllike,like,1
91,liiiiiiike,like,1
92,likeeeeeeeeeeee,like,1
93,lllllllllllllllike,like,1
94,liiiiike,like,1
95,likeeeeeeeeeee,like,1
96,likkkkkkkkkkkkkkke,like,1
97,llllllike,like,1
98,likeeeeeeee,like,1
99,likeeee,like,1
100,liiiiiiiiiiiiike,like,1
101,llllllllike,like,1
102,likeeeeeeeee,like,1
103,likeee,like,1
104,likkkke,like,1
105,liiiiiiiiike,like,1
106,likeeeeeeee,like,1
107,lllllllllllike,like,1
108,liiiiike,like,1
109,likkkkkkkkkkkke,like,1
110,liiiiiike,like,1
111,lllllllllike,like,1
112,likeeeeeeeeeeeeee,like,1
113,liiiiiiiike,like,1
114,likeeeeeeeeeeeee,like,1
115,liiiiiiiiiike,like,1
116,likeeeeeeeeeeee,like,1
117,likke,like,1
118,likee,like,1
119,likkkkke,like,1
120,likkke,like,1
121,liiiiike,like,1
122,likkkkkke,like,1
123,liiiiiiiiiiiiiike,like,1
124,lllllllllllike,like,1
125,likee,like,1
126,likkkkkkkke,like,1
127,likkkkkkkkkkkke,like,1
128,likeeee,like,1
129,llllllllllllllike,like,1
130,likeeee,like,1
131,likke,like,1
132,liiiiike,like,1
133,likeee,like,1
134,llllike,like,1
135,likkke,like,1
136,lllllllllllike,like,1
137,likeeeeeeeeeeeee,like,1
138,likkkkkke,like,1
139,likeeeeeeee,like,1
140,lllllllike,like,1
141,likkkkkkke,like,1
142,lllllllllllllike,like,1
143,likeeeeeeeeeeeeeee,like,1
144,likkkkkkkke,like,1
145,lllllllllllllike,like,1
146,llike,like,1
147,likeeeeeeeeeeeeeee,like,1
148,liiiiiiiiike,like,1
149,likeee,like,1
150,llllllllike,like,1
151,likkkkkkkkke,like,1
152,likeeeeeeeeeeeeee,like,1
153,likeeee,like,1
154,likeeee,like,1
155,lllllllike,like,1
156,lllike,like,1
157,likkkke,like,1
158,likkkkkkkkkkkke,like,1
159,llllllllllllike,like,1
160,likkkkkkkkkkkkkkke,like,1
161,lllllllllike,like,1
162,liiiiiiiike,like,1
163,llllllllllike,like,1
164,liiiiiiiiike,like,1
165,liiiiiiiiiiiiiike,like,1
166,liiiiike,like,1
167,likkkkkke,like,1
168,liiiiiiiiiiiiiiike,like,1
169,likeeeeeeeeeeeee,like,1
170,likkkke,like,1
171,liiiiiiiiiike,like,1
172,liiiiike,like,1
173,likkke,like,1
174,likkkkkke,like,1
175,likkkkkkkkkkkkkkke,like,1
176,likeeeeeeee,like,1
177,liiiike,like,1
178,likee,like,1
179,likkkkkkkkkkke,like,1
180,likeeeeeeeeeeeeee,like,1
181,likeee,like,1
182,lllllllllike,like,1
183,likeeeee,like,1
184,likkke,like,1
185,lllllllllllllllike,like,1
186,liiiiiiiike,like,1
187,liiiiike,like,1
188,liiiiiiiiiiiiike,like,1
189,lllllllllllllllike,like,1
190,llllllllllike,like,1
191,likkkkkkkkkkkkkkke,like,1
192,likke,like,1
193,liiiiiiiiiiiiiiike,like,1
194,liiiiiiike,like,1
195,llike,like,1
196,lllike,like,1
197,liiiiiiiiiiiiiiike,like,1
198,lllllllllllllllike,like,1
199,likeeeee,like,1
200,liiike,like,1
201,likeeeeeeeeeeeeee,like,1
202,likeeeeeeeeee,like,1
203,likkkkkkkkkke,like,1
204,lllllllllike,like,1
205,liiiiiiiiiiike,like,1
206,lllllllike,like,1
207,liiiiiiiiiiiiiiike,like,1
208,liiiiiike,like,1
209,likkkkkkkkkkkke,like,1
210,likeeeeeeeeeeeeee,like,1
211,llllllllllllllike,like,1
212,likeeeeeeeeeee,like,1
213,liiiiiiiiiike,like,1
214,likee,like,1
215,likkkkkkkkkkkkkke,like,1
216,likkkkkkkke,like,1
217,liiiiiiiike,like,1
218,lllllllllllllllike,like,1
219,liiiiiike,like,1
220,liiiiiiiiiiike,like,1
221,likeee,like,1
222,lllllllllike,like,1
223,liiiiiiiike,like,1
224,llllllllllllllike,like,1
225,liiiiiiiiiiiiike,like,1
226,likeeeeeeeeeeeeeee,like,1
227,lllllllike,like,1
228,lllllike,like,1
229,likkkkkkkkke,like,1
230,llllllllllike,like,1
231,likkkkkke,like,1
232,liiiiiiike,like,1
233,llllllllllllike,like,1
234,llllike,like,1
235,likeeeeeeeeeee,like,1
236,likeeeee,like,1
237,likkkkkkkke,like,1
238,likkkkkkkke,like,1
239,likke,like,1
240,likkke,like,1
241,liike,like,1
242,llllllike,like,1
243,likkkkke,like,1
244,likkkkke,like,1
245,likee,like,1
246,likeeee,like,1
247,liiiiiiiiiiiiiike,like,1
248,liike,like,1
249,liiiiiiike,like,1
250,likkkkkkkkkkkkke,like,1
251,likkkkkkkkkkkke,like,1
252,likeeeeeeeeee,like,1
253,likeeeeeeee,like,1
254,lllllllllike,like,1
255,likeeeeeeeeeeeeee,like,1
256,likeeeeeeeeeeeeeee,like,1
257,llike,like,1
258,likkkkkkkkkkkkkke,like,1
259,liiiiiike,like,1
260,likkkkkke,like,1
261,liiiiiiike,like,1
262,likkkkke,like,1
263,liiiiiiiiike,like,1
264,lllllllike,like,1
265,likeeeeee,like,1
266,liike,like,1
267,liiiiiiike,like,1
268,likkke,like,1
269,likkkkkkkkkkke,like,1
270,likeeeeeee,like,1
271,likkkkkkkke,like,1
272,likkkkkkkkkkkkke,like,1
273,liike,like,1
274,likeeeeeeeeee,like,1
275,llike,like,1
276,llike,like,1
277,liiiike,like,1
278,likeeeeeeeeeeeeeee,like,1
279,liiiike,like,1
280,liiike,like,1
281,lllike,like,1
282,llllllllike,like,1
283,lllllllllllike,like,1
284,likke,like,1
285,likee,like,1
286,liiiiiiiiiiiike,like,1
287,liiiike,like,1
288,likeee,like,1
289,llike,like,1
290,llllllllllllike,like,1
291,lllllike,like,1
292,liiiiiike,like,1
293,likeee,like,1
294,llllllllllllike,like,1
295,lllllllllllllike,like,1
296,likeeee,like,1
297,llllllllllllike,like,1
298,liiiiiiike,like,1
299,likeeeeeeeeee,like,1
300,likkkkkkkke,like,1
301,liiike,like,1
302,likeeeeeeee,like,1
303,likkkkkke,like,1
304,likeeee,like,1
305,likkkkkkkkkkkke,like,1
306,likeeeeeeeeeeeeee,like,1
307,liiiiiiiiike,like,1
308,likeeeeeeeeeeeeee,like,1
309,likkkkkkkkkkke,like,1
310,likkkkkkkkkkke,like,1
311,likkkkkkkke,like,1
312,likeeeeeeeeeeeee,like,1
313,lllllllllllllllike,like,1
314,liiiiiiiiiiike,like,1
315,lllllike,like,1
316,likeeeeeeeeee,like,1
317,liiiiiiiike,like,1
318,liiiiiike,like,1
319,liiiiike,like,1
320,lllllllllike,like,1
321,lllllike,like,1
322,likkkkke,like,1
323,lllllllike,like,1
324,likeeeeeeeee,like,1
325,likkkkkke,like,1
326,liiiiiiike,like,1
327,liiiiiike,like,1
328,liiiiiiike,like,1
329,liiiiiiiiiiike,like,1
330,likkkkkkkkkkke,like,1
331,likkkkkkke,like,1
332,liiiiiiiiiike,like,1
333,lllllllllllllike,like,1
334,likkkkkkkkkkkke,like,1
335,likkkkkkkkkkke,like,1
336,likeeeeeeee,like,1
337,likkkkkkkkke,like,1
338,liiiiike,like,1
339,likkkkke,like,1
340,likke,like,1
341,likkkkkkkkkkke,like,1
342,llllllllllllike,like,1
343,liiike,like,1
344,lllllllllike,like,1
345,liiiiiiiiiike,like,1
346,likke,like,1
347,likeeeeeeeeeeeee,like,1
348,llike,like,1
349,likeeeeeeeeeeee,like,1
350,likkkke,like,1
351,llllike,like,1
352,liiiiiiiiiiiike,like,1
353,lllllllllllllllike,like,1
354,likkkkkkkkkkkke,like,1
355,likkkkkke,like,1
356,llllllllllllike,like,1
357,likkkkkkke,like,1
358,likeeeeeeeeeeeee,like,1
359,llllllllllllike,like,1
360,lllllllllllike,like,1
361,likeee,like,1
362,llllllike,like,1
363,lllllllllllllllike,like,1
364,liike,like,1
365,likeeeeeeeeeee,like,1
366,likeeeeeeeee,like,1
367,liiiiiiiiiiiiiiike,like,1
368,likkkkke,like,1
369,lllike,like,1
370,likeee,like,1
371,likeeeee,like,1
372,likkkkkkke,like,1
373,liiiiiiiiiiiiiiike,like,1
374,llllllllllllllike,like,1
375,likkke,like,1
376,likke,like,1
377,liiiike,like,1
378,likeeeeeee,like,1
379,likkkkkkkkkkkkke,like,1
380,llllike,like,1
381,likke,like,1
382,liiiiiiiiiiike,like,1
383,llllllike,like,1
384,llllllllllllike,like,1
385,likeeeeeeeeeeee,like,1
386,likkkkkkkkkke,like,1
387,llllllllllike,like,1
388,likkkkke,like,1
389,likkkkkkkkkkkkke,like,1
390,likkkke,like,1
391,liiike,like,1
392,likeeeeeeeeeeeeee,like,1
393,likkkkkkkkkkkkkke,like,1
394,lllllllllllllllike,like,1
395,likkkkkkkkkkkke,like,1
396,likkkkkkkkkkkkke,like,1
397,likeeeeeeeeee,like,1
398,likkkkkke,like,1
399,likeeeeeeee,like,1
400,liiiiiiiiike,like,1
401,liiiiiiiiiiiike,like,1
402,liiiiiiiiiiike,like,1
403,llllllllllike,like,1
404,liiiiiiiiiiiiiiike,like,1
405,likkke,like,1
406,liiiike,like,1
407,lllllike,like,1
408,llllllllllike,like,1
409,likeeeeeeee,like,1
410,lllike,like,1
411,llllllllllllike,like,1
412,likkkkkkkkkkkkke,like,1
413,liiiiiiiiiiiike,like,1
414,liiiiiiiiiike,like,1
415,likkkkkkkkkkkkkkke,like,1
416,lllike,like,1
417,lllllllike,like,1
418,likeeeeee,like,1
419,likkkkkkkke,like,1
420,liiiiiiiike,like,1
421,likeeeeee,like,1
422,liike,like,1
423,likeeeeeee,like,1
424,liiiiiiiiiiiiike,like,1
425,lllllllllllike,like,1
426,likeeeeeeeeeeeeee,like,1
427,likeeeeeeeeeeeeee,like,1
428,likeeeeeeeeee,like,1
429,llllllike,like,1
430,likeeeeeeeeeee,like,1
431,llike,like,1
432,lllllllllllllike,like,1
433,likkkke,like,1
434,likeeeeeeeeeeee,like,1
435,liiiiiiiiiiiiiike,like,1
436,liiiike,like,1
437,likkkkkkkkkkkkkke,like,1
438,lllllllllllllllike,like,1
439,likkkkkkkkkkkkkke,like,1
440,lllllllllllllllike,like,1
441,likee,like,1
442,llllllllllllike,like,1
443,likkkkkkkkke,like,1
444,llllllllllllllike,like,1
445,liiiiiiiiiiiiiike,like,1
446,liike,like,1
447,liiiiiiiiiiiiiike,like,1
448,lllllllllike,like,1
449,llllllllllike,like,1
450,liiiiiiiiiiiiiike,like,1
451,liiiiiiiiiiike,like,1
452,likeeeeeeee,like,1
453,llike,like,1
454,likkke,like,1
455,likkkkkkkkkkkkke,like,1
456,likkkkkkkkkkkkke,like,1
457,likee,like,1
458,liiike,like,1
459,llllike,like,1
460,lllllllllllllike,like,1
461,liiiiiiiiike,like,1
462,likkkkkkkkkkkkkkke,like,1
463,likkkkkkkkkkke,like,1
464,liiiiiiiiiiiiiike,like,1
465,liiiiiiiiike,like,1
466,llllllike,like,1
467,liiiiiiiiike,like,1
468,liiiiiiiiiiiiiiike,like,1
469,likkkkkkkkkke,like,1
470,lllllllllllllike,like,1
471,likeeeeeeee,like,1
472,likeeeee,like,1
473,likeeeeeeeeeeeeee,like,1
474,likkkkkkke,like,1
475,likkkkkkkkkkkkkkke,like,1
476,llllllllllike,like,1
477,liiiiiiiiiiiiiike,like,1
478,likkkkkkkke,like,1
479,liiiiiiike,like,1
480,likkkke,like,1
481,llllllllike,like,1
482,likee,like,1
483,likeeeeeeeeeee,like,1
484,likeeeeeeeee,like,1
485,likkkkke,like,1
486,likkkkkkkke,like,1
487,likeeeeeeeeeeee,like,1
488,lllllllllike,like,1
489,liiiiiiiiiiiike,like,1
490,likkkkkkkkkkke,like,1
491,liiiiiiiiiiiiike,like,1
492,likkkke,like,1
493,llllike,like,1
494,lllllllllllllllike,like,1
495,likeeeeeeeeeeeeeee,like,1
496,liiiiike,like,1
497,llllllllike,like,1
498,liiiiike,like,1
499,lllike,like,1
500,likeeeeeeeeeee,like,1
501,likkkkkkkkkkkke,like,1
502,likkkkkkkkkkkkkke,like,1
503,likeeeee,like,1
504,liiiiiiiiiike,like,1
505,liiiiiiiiiiike,like,1
506,liiiiiiiiiiiiiike,like,1
507,liiiiiiiiiiiiike,like,1
508,lllllllllllike,like,1
509,lllllllllllllike,like,1
510,likkkkkkkkkkkkkkke,like,1
511,likeeee,like,1
512,likkkkkkkke,like,1
513,lllllllllllllllike,like,1
514,liiiike,like,1
515,likkke,like,1
516,likkkkkkkkke,like,1
517,likkkkkkkkkkkke,like,1
518,likkkkkkkkkkkkke,like,1
519,llllllllllllllike,like,1
520,llike,like,1
521,liiiiiiiiiiiike,like,1
522,llike,like,1
523,likkkkkkkkkkkkke,like,1
524,liiiiiiiiiiiike,like,1
525,liiiiiiiiiiiiiiike,like,1
526,lllike,like,1
527,likeeeeeee,like,1
528,likeeee,like,1
529,liike,like,1
530,likkkke,like,1
531,liike,like,1
532,likkkkke,like,1
533,liiiiiiiiiiiiiike,like,1
534,likkkkkkkke,like,1
535,likeeeeeeeeee,like,1
536,likkkkkkkkke,like,1
537,likkkkkke,like,1
538,liiiike,like,1
539,likeeeeeeeeeeeeeee,like,1
540,liiiiiiiiiike,like,1
541,llllllllllllllike,like,1
542,liiiiiiiiiiiike,like,1
543,lllllike,like,1
544,likee,like,1
545,liiiiiiiiiiiiiike,like,1
546,likkkkkkkkkkkkke,like,1
547,llike,like,1
548,likeeeeeeeeeeeeeee,like,1
549,likeeeeeeeee,like,1
550,liiiiiiiike,like,1
551,likeeeeeeeeeeeee,like,1
552,lllllllllllllllike,like,1
553,likee,like,1
554,likkkkkkkkkke,like,1
555,likke,like,1
556,lllllllike,like,1
557,likeeeeeeeeeeeeee,like,1
558,liiiike,like,1
559,likeeeeeeeeeeee,like,1
560,lllike,like,1
561,likeeeeeeeeeee,like,1
562,liiiiiiiiike,like,1
563,liike,like,1
564,likkkke,like,1
565,llike,like,1
566,lllllike,like,1
567,liiike,like,1
568,likkkkkkkke,like,1
569,llllllllllllllike,like,1
570,liiiiiiiiiiiike,like,1
571,liiiiiiiiike,like,1
572,likeeeeeeeeeeee,like,1
573,likkkkkkkkkkkke,like,1
574,likkkkkkkkkkkke,like,1
575,likke,like,1
576,likkkkkkkke,like,1
577,liiiiiiiiiiiiiiike,like,1
578,likkkkkkkkkkkkke,like,1
579,llllike,like,1
580,lllllike,like,1
581,liiiiiiiiiiike,like,1
582,liiiiike,like,1
583,likkkkkkkkkkke,like,1
584,liiiiiiiiiiiiiike,like,1
585,liiiiiiiiiike,like,1
586,likeeeeeeee,like,1
587,liiiiiiiiiiiiiike,like,1
588,llllllike,like,1
589,likke,like,1
590,likkkkke,like,1
591,likeee,like,1
592,likeeeeeeeeee,like,1
593,liiiiiiiike,like,1
594,likeeeeeeeeee,like,1
595,llllllllllllike,like,1
596,liiiiiiiiiiiiike,like,1
597,likkkkkkkke,like,1
598,likke,like,1
599,llllllllllike,like,1
600,liiiiiiiiiiiiiike,like,1
601,liiiiiiiiike,like,1
602,llllllllllllike,like,1
603,llllllllike,like,1
604,liiiiiiike,like,1
605,likeeeeeeeeeeee,like,1
606,liiiiiiike,like,1
607,likkkkkkke,like,1
608,likee,like,1
609,llllllllike,like,1
610,liiiiiiiiiiike,like,1
611,likkkkkkkkke,like,1
612,liiiiike,like,1
613,likkkkkkkkkke,like,1
614,likeeeeeeeeee,like,1
615,liiiike,like,1
616,liiiiike,like,1
617,llllllllike,like,1
618,likkkkkkkke,like,1
619,likkkkkke,like,1
620,llllllllllllllike,like,1
621,likeeeeeeee,like,1
622,lllllllllllllllike,like,1
623,liiiiiiiiiiike,like,1
624,llllllike,like,1
625,lllllllllllike,like,1
626,likeeeeeeeeeeeee,like,1
627,likeeeeeee,like,1
628,llllllllllike,like,1
629,liike,like,1
630,liiike,like,1
631,likkkkkke,like,1
632,likeeeeeeeeeeee,like,1
633,lllllllllllllllike,like,1
634,liiiike,like,1
635,likeeeee,like,1
636,llike,like,1
637,liiiiiiiiike,like,1
638,llike,like,1
639,likeeeeeeeeee,like,1
640,likeeeeeeeeeee,like,1
641,liiiiiiiike,like,1
642,liiiiiiiiike,like,1
643,likee,like,1
644,likeee,like,1
645,likeeeeeeeeeeeee,like,1
646,likkkkke,like,1
647,llike,like,1
648,likkkkke,like,1
649,likeeeee,like,1
650,llllllllllllllike,like,1
651,liiiiiiiiiiiike,like,1
652,lllllllllllllike,like,1
653,likkkkkkkke,like,1
654,liiiiiiiiiiiiiiike,like,1
655,llike,like,1
656,lllllllllike,like,1
657,lllllllllllllllike,like,1
658,liiiike,like,1
659,liiiike,like,1
660,likkkkkkkkkke,like,1
661,liiiiiiiiike,like,1
662,likkkkkkkke,like,1
663,lllllllllllllllike,like,1
664,lllllllike,like,1
665,llike,like,1
666,llllllllllllike,like,1
667,likeeeee,like,1
668,likeeeeeeee,like,1
669,llllllllllllllike,like,1
670,liiiiiiiiiike,like,1
671,liiiiiiiiiiike,like,1
672,likee,like,1
673,liiiiiiiiiiiike,like,1
674,lllllllllllllllike,like,1
675,likeee,like,1
676,llllllllllllike,like,1
677,likkkkkkkkke,like,1
678,likeeeeeeeeeeeeee,like,1
679,likeee,like,1
680,likeeeeeeeeee,like,1
681,liiiiiiike,like,1
682,likkkkkkke,like,1
683,likkkkkkkkkkkkke,like,1
684,likkkkkke,like,1
685,likkkkkkkkkkkkkke,like,1
686,llllike,like,1
687,likkkkkkkkke,like,1
688,liiiiiiiiiiiiiiike,like,1
689,liiiiiiike,like,1
690,liiiiiike,like,1
691,liiiiiike,like,1
692,liiiiiiiiiiike,like,1
693,likkkke,like,1
694,llllllike,like,1
695,likkkkkke,like,1
696,likkkkkkkkkke,like,1
697,likkkkkkke,like,1
698,likee,like,1
699,likee,like,1
700,llllllllike,like,1
701,likkkkkkkkkkke,like,1
702,likeeeeeeeee,like,1
703,llllllllllllllike,like,1
704,likeee,like,1
705,llike,like,1
706,likeeeee,like,1
707,likkkkkkkkkkkkkke,like,1
708,lllllike,like,1
709,liiiiiiiiike,like,1
710,lllllike,like,1
711,llllllike,like,1
712,llllllllllllllike,like,1
713,liiiike,like,1
714,likeeeeeee,like,1
715,liiiiiiike,like,1
716,likkkkkkkkkkkkkke,like,1
717,llllllike,like,1
718,likkkkkke,like,1
719,likeeeeeeeee,like,1
720,liiiiike,like,1
721,likkkkkkkkkkkkkkke,like,1
722,likkke,like,1
723,likeeeeeeeeeeeeee,like,1
724,liiiiiiiiiiike,like,1
725,likeeeeeeeeeeeeee,like,1
726,likeeeeeeeee,like,1
727,likkkkkkkkkke,like,1
728,liiiiiiiiiike,like,1
729,lllike,like,1
730,lllllllllllike,like,1
731,likeee,like,1
732,liiiike,like,1
733,likkkkkkkkkkke,like,1
734,likeeee,like,1
735,likkkkkkkkkkkkkke,like,1
736,likkkkkkke,like,1
737,likkkkkkkkkkkkkke,like,1
738,liiiiiiiiiiiiike,like,1
739,llllllllllllllike,like,1
740,likeeeeeeeeeee,like,1
741,liike,like,1
742,liiiiiiiiike,like,1
743,liiiiiiiiiike,like,1
744,likkkkke,like,1
745,likeeeeeee,like,1
746,likkkkkkkkkkkkke,like,1
747,liiiiike,like,1
748,lllllllllike,like,1
749,lllllllllllllike,like,1
750,likkkkkkkkkkke,like,1
751,likeeeeeeeeee,like,1
752,likkkkkkkkke,like,1
753,liike,like,1
754,likkkkkkkkke,like,1
755,likeeeeeeeeeeeeee,like,1
756,liiike,like,1
757,lllllllllllllllike,like,1
758,liiiiike,like,1
759,liiiiiike,like,1
760,likeeeeeeeeeeeeeee,like,1
761,lllllllllike,like,1
762,likkkkkke,like,1
763,liiiiiiiiiiiiiiike,like,1
764,lllike,like,1
765,liiiiiiiiiiiike,like,1
766,llllllllllike,like,1
767,likkkkkkkkkkkkkke,like,1
768,likkkkkkkkkkkkkke,like,1
769,liiiiiiiike,like,1
770,liiiiiiiiiike,like,1
771,lllllllllllike,like,1
772,likeeeeeee,like,1
773,likkkke,like,1
774,likeeeeeeeeeeee,like,1
775,likkkkkkkkke,like,1
776,liiiiiiiiiike,like,1
777,llllllllllllllike,like,1
778,likkkkkkkkkkkkkke,like,1
779,lllike,like,1
780,llllllllike,like,1
781,likee,like,1
782,likkkke,like,1
783,likeeeeeeeee,like,1
784,likkkkkkkkkkkkkke,like,1
785,liiiiiiiike,like,1
786,lllllllike,like,1
787,likeeeeeeeeeeee,like,1
788,liiiiiiiiiike,like,1
789,likkkkkkkkke,like,1
790,llllllllllllllike,like,1
791,likkkkkkke,like,1
792,lllllike,like,1
793,likkkkke,like,1
794,likeeeeeeeeee,like,1
795,likkkkkkkkkkkkkkke,like,1
796,likeeeee,like,1
797,liiiike,like,1
798,likkkkke,like,1
799,likeeee,like,1
800,liiiiiike,like,1
801,likkkkkkkkkkkke,like,1
802,liiiiiiiiiiike,like,1
803,likeeeeeeeeeeeeee,like,1
804,likkke,like,1
805,likeeeeeeeeee,like,1
806,llllllllllike,like,1
807,likkkkkkkke,like,1
808,likeeeeeeeee,like,1
809,likeeeeeeeee,like,1
810,liiiiiike,like,1
811,lllllllllike,like,1
812,lllike,like,1
813,llllike,like,1
814,lllike,like,1
815,liiiiiiiiike,like,1
816,likkkkke,like,1
817,likkkkkke,like,1
818,likkkkkkkkkke,like,1
819,llike,like,1
820,likkkkkkkkkkkke,like,1
821,likkkkke,like,1
822,likkkkkkkkkkkkkke,like,1
823,likkkkkkkkkkkkkke,like,1
824,liike,like,1
825,likeeeeeeeeeeeeee,like,1
826,likke,like,1
827,llllllllllike,like,1
828,likke,like,1
829,likkkkkke,like,1
830,likeeeeeeeeeeee,like,1
831,lllllllllike,like,1
832,likkkke,like,1
833,likeeeeee,like,1
834,likkkkkkkkkkkkke,like,1
835,liiike,like,1
836,likeeeeeeee,like,1
837,llllllllike,like,1
838,llllllllike,like,1
839,lllllllllike,like,1
840,likee,like,1
841,lllllllllllllike,like,1
842,llllike,like,1
843,lllllike,like,1
844,likeeeee,like,1
845,likkkkkkkkkkke,like,1
846,lllllike,like,1
847,likeeeeeeeeee,like,1
848,likkkkkkkkkke,like,1
849,llllllllllllike,like,1
850,likkkkkkkkkkke,like,1
851,lllllllllllllike,like,1
852,likkkkkkkkkkkkkke,like,1
853,likee,like,1
854,likkkkkkkkkkke,like,1
855,likkkkkkkkkkke,like,1
856,lllllllllike,like,1
857,likkkkke,like,1
858,likee,like,1
859,llllllllllike,like,1
860,liiiiiike,like,1
861,liiiiiiiiike,like,1
862,liiiiiiiiike,like,1
863,liiiiiiiiiiiike,like,1
864,lllllllllllllllike,like,1
865,liike,like,1
866,liiiiiiiiiiike,like,1
867,likeeeeeeeeeee,like,1
868,liiiiiiiike,like,1
869,llike,like,1
870,liiiiiiiiiiiiike,like,1
871,likkkkkkkkkkkkkke,like,1
872,likeeeeeeeeeeee,like,1
873,likeee,like,1
874,likkkkkkkkkkke,like,1
875,liiiiiiiiiiike,like,1
876,lllllllllllllike,like,1
877,liiiiiiiiiiiiike,like,1
878,likeeeeeeeeeeee,like,1
879,liike,like,1
880,lllllllllllike,like,1
881,likeeeeeeee,like,1
882,likkkkkkkkkkke,like,1
883,llllllllike,like,1
884,llllllllike,like,1
885,liiiiiiiiiiiiiiike,like,1
886,likeee,like,1
887,likkkkkkkkkke,like,1
888,likkkkkkkkkkkkkkke,like,1
889,likke,like,1
890,likkke,like,1
891,likkkkkke,like,1
892,likeeeeeeeeeeeeeee,like,1
893,llllllllike,like,1
894,liiiiiiike,like,1
895,liiiiiiiiiiiike,like,1
896,liiiiiiiiiiiiiike,like,1
897,lllllllike,like,1
898,llike,like,1
899,lllllllllllllike,like,1
900,likeeeeeeeeeeeeeee,like,1
901,llllllllike,like,1
902,llllllllike,like,1
903,liiiiike,like,1
904,likeee,like,1
905,liiiiiiiiiiiiiike,like,1
906,likkkke,like,1
907,llllike,like,1
908,likkkkkkkkkke,like,1
909,lllike,like,1
910,likee,like,1
911,llllllllike,like,1
912,likkkkkkkke,like,1
913,likeeeeeeeeeeeeeee,like,1
914,likee,like,1
915,likee,like,1
916,llllllllllllllike,like,1
917,likeeee,like,1
918,likeeeeeeeeeee,like,1
919,likeeeeeeee,like,1
920,likeeeeeeeeee,like,1
921,liiike,like,1
922,likeeeeeeeeeeeeeee,like,1
923,likeeeeeeeeeeeee,like,1
924,likkke,like,1
925,likkkkkke,like,1
926,likee,like,1
927,liiiiike,like,1
928,likkkkkkke,like,1
929,likeeeeeeeeeeee,like,1
930,likeeeeeeeeee,like,1
931,likkkkkkke,like,1
932,llllllike,like,1
933,likkkkkkkkkkkkke,like,1
934,likeeeeeeeeeeee,like,1
935,likeeeeeeeeeeeeee,like,1
936,likkkkkkkkkke,like,1
937,lllllllllllllllike,like,1
938,lllllllllllllike,like,1
939,likee,like,1
940,llllllllllike,like,1
941,liiiiiiiiike,like,1
942,likeeee,like,1
943,likeeee,like,1
944,lllllllllllllike,like,1
945,lllllllllllllike,like,1
946,liiiiike,like,1
947,likkkkkkkkke,like,1
948,likkkkke,like,1
949,llllllllllllike,like,1
950,likeee,like,1
951,likeeeeeeeee,like,1
952,likeeeeeee,like,1
953,likeeeeeee,like,1
954,liiiiiike,like,1
